qid,hop_count,qtype,system,precision,recall,f1,exact,n_pred,n_match,retr_recall,ctx_words,answer
Q131,5,gene_evidence_trial_bridge,rag_bm25,0.6666666666666666,1.0,0.8,1.0,3,2,1.0,866,"ANTI-PD-1 MONOCLONAL ANTIBODY MEDI0680, DURVALUMAB, NIVOLUMAB"
Q131,5,gene_evidence_trial_bridge,rag_hybrid,0.5,0.5,0.5,0.0,2,1,1.0,833,"ANTI-PD-1 MONOCLONAL ANTIBODY MEDI0680, DURVALUMAB"
Q132,5,gene_evidence_trial_bridge,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,914,NON DETERMINABILE
Q132,5,gene_evidence_trial_bridge,rag_bm25,0.5,1.0,0.6666666666666666,1.0,2,1,1.0,842,"ANTI-PD-1 MONOCLONAL ANTIBODY MEDI0680, DURVALUMAB"
Q132,5,gene_evidence_trial_bridge,rag_hybrid,0.5,1.0,0.6666666666666666,1.0,2,1,1.0,910,"ANTI-PD-1 MONOCLONAL ANTIBODY MEDI0680, DURVALUMAB"
Q133,5,gene_evidence_trial_bridge,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,892,NON DETERMINABILE
Q133,5,gene_evidence_trial_bridge,rag_bm25,0.4,0.6666666666666666,0.5,0.0,5,2,0.6666666666666666,857,"SELUMETINIB SULFATE, VEMURAFENIB, AZ628, VTX-11E, Mirdametinib"
Q133,5,gene_evidence_trial_bridge,rag_hybrid,0.1,0.6666666666666666,0.1739130434782609,0.0,20,2,0.6666666666666666,904,"VEMURAFENIB, SELUMETINIB, AZD6244, AZ628, VTX-11E, BEVACIZUMAB-AWWB, BINIMETINIB, CEDIRANIB, COBIMETINIB, DABRAFENIB, DASATINIB ANHYDROUS, ERLOTINIB, EVEROLIMUS, IMATINIB, MIRDAMETINIB, NILOTINIB, PAZOPANIB, PEXIDARTINIB, PIMASERTIB, SELUMETINIB SULFATE"
Q134,5,gene_evidence_trial_bridge,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,919,NON DETERMINABILE
Q134,5,gene_evidence_trial_bridge,rag_bm25,0.0,0.0,0.0,0.0,1,0,0.0,909,TRETINOIN
Q134,5,gene_evidence_trial_bridge,rag_hybrid,0.0,0.0,0.0,0.0,3,0,0.0,869,"TRETINOIN, VALPROIC ACID, NSC348884"
Q135,5,gene_evidence_trial_bridge,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,921,NON DETERMINABILE
Q135,5,gene_evidence_trial_bridge,rag_bm25,0.6666666666666666,1.0,0.8,1.0,3,2,1.0,906,"IMATINIB, SUNITINIB, CRENOLANIB"
Q135,5,gene_evidence_trial_bridge,rag_hybrid,0.6666666666666666,1.0,0.8,1.0,3,2,1.0,909,"IMATINIB, SUNITINIB, AVAPRITINIB"
Q136,5,gene_evidence_trial_bridge,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,920,NON DETERMINABILE
Q136,5,gene_evidence_trial_bridge,rag_bm25,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.0,6,1,0.3333333333333333,875,"TAS0953/HM06, SELPERCATINIB, CABOZANTINIB, SORAFENIB, MOTESANIB, JAK2 INHIBITOR AZD1480"
Q136,5,gene_evidence_trial_bridge,rag_hybrid,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,3,1,0.3333333333333333,894,"Cabozantinib, Selpercatinib, Sorafenib"
Q137,5,gene_evidence_trial_bridge,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,935,NON DETERMINABILE
Q137,5,gene_evidence_trial_bridge,rag_bm25,0.25,1.0,0.4,1.0,8,2,1.0,910,"ROFLUMILAST, SB202190, VISTUSERTIB, SIROLIMUS, EVEROLIMUS, ATEZOLIZUMAB, NIVOLUMAB, PEMBROLIZUMAB"
Q137,5,gene_evidence_trial_bridge,rag_hybrid,0.0,0.0,0.0,0.0,3,0,0.0,896,"SIROLIMUS, ROFLUMILAST, VISTUSERTIB"
Q138,5,gene_evidence_trial_bridge,rag_dense,0.0,0.0,0.0,0.0,3,0,0.0,909,"Arsenic Trioxide, Letrozole, Abemaciclib"
Q138,5,gene_evidence_trial_bridge,rag_bm25,0.0,0.0,0.0,0.0,2,0,0.0,910,"REBEMADLIN, RG7112"
Q138,5,gene_evidence_trial_bridge,rag_hybrid,0.0,0.0,0.0,0.0,3,0,0.0,891,"Arsenic Trioxide, RG7112, AMG 232"
Q139,5,gene_evidence_trial_bridge,rag_dense,0.0,0.0,0.0,0.0,1,0,0.25,911,Olaparib
Q139,5,gene_evidence_trial_bridge,rag_bm25,0.16666666666666666,0.25,0.2,0.0,6,1,0.5,877,"PALBOCICLIB, ABEMACICLIB, FLT3/CDK4/6 INHIBITOR FLX925, CDK4 INHIBITOR, CDK4 INHIBITOR II, CDK4 INHIBITOR III"
Q139,5,gene_evidence_trial_bridge,rag_hybrid,0.3333333333333333,0.5,0.4,0.0,6,2,0.75,846,"PALBOCICLIB, RIBOCICLIB, FLT3/CDK4/6 INHIBITOR FLX925, CDK4 INHIBITOR, CDK4 INHIBITOR II, CDK4 INHIBITOR III"
Q140,5,gene_evidence_trial_bridge,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,950,NON DETERMINABILE
Q140,5,gene_evidence_trial_bridge,rag_bm25,0.6,1.0,0.7499999999999999,1.0,5,3,1.0,796,"FULVESTRANT, PALBOCICLIB, RIBOCICLIB, ABEMACICLIB, DEXAMETHASONE"
Q140,5,gene_evidence_trial_bridge,rag_hybrid,0.75,1.0,0.8571428571428571,1.0,4,3,1.0,905,"FULVESTRANT, PALBOCICLIB, RIBOCICLIB, ABEMACICLIB"
Q141,5,gene_evidence_trial_bridge,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,928,NON DETERMINABILE
Q141,5,gene_evidence_trial_bridge,rag_bm25,0.5,1.0,0.6666666666666666,1.0,2,1,1.0,884,"Olaparib, Lenalidomide"
Q141,5,gene_evidence_trial_bridge,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,899,Olaparib
Q142,5,gene_evidence_trial_bridge,rag_dense,0.0,0.0,0.0,0.0,3,0,1.0,912,"PD173074, TYRA-200, TYRA-300"
Q142,5,gene_evidence_trial_bridge,rag_bm25,0.16666666666666666,0.5,0.25,0.0,6,1,0.5,871,"AFIMOXIFENE, FEXAGRATINIB, INFIGRATINIB, PD173074, PONATINIB, PEMIGATINIB"
Q142,5,gene_evidence_trial_bridge,rag_hybrid,0.2,0.5,0.28571428571428575,0.0,5,1,0.5,869,"PD173074, DOVITINIB, PEMIGATINIB, INFIGRATINIB, AFIMOXIFENE"
Q143,5,gene_evidence_trial_bridge,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,900,NON DETERMINABILE
Q143,5,gene_evidence_trial_bridge,rag_bm25,0.16666666666666666,1.0,0.2857142857142857,1.0,6,1,1.0,870,"JQ1, CISPLATIN, OLAPARIB, PREXASERTIB, I-BET151, PANOBINOSTAT"
Q143,5,gene_evidence_trial_bridge,rag_hybrid,0.25,1.0,0.4,1.0,4,1,1.0,900,"JQ1, CISPLATIN, OLAPARIB, PREXASERTIB"
Q144,5,gene_evidence_trial_bridge,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,914,NON DETERMINABILE
Q144,5,gene_evidence_trial_bridge,rag_bm25,1.0,1.0,1.0,1.0,3,3,1.0,854,"LAROTRECTINIB SULFATE, ENTRECTINIB, REPOTRECTINIB"
Q144,5,gene_evidence_trial_bridge,rag_hybrid,1.0,0.6666666666666666,0.8,0.0,2,2,1.0,902,"Larotrectinib, Entrectinib"
Q145,5,gene_evidence_trial_bridge,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,912,NON DETERMINABILE
Q145,5,gene_evidence_trial_bridge,rag_bm25,0.5,1.0,0.6666666666666666,1.0,2,1,1.0,898,"ENTRECTINIB, LAROTRECTINIB"
Q145,5,gene_evidence_trial_bridge,rag_hybrid,0.5,1.0,0.6666666666666666,1.0,2,1,1.0,906,"Entrectinib, Larotrectinib"
Q146,5,gene_evidence_trial_bridge,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,903,NON DETERMINABILE
Q146,5,gene_evidence_trial_bridge,rag_bm25,0.5,0.6666666666666666,0.5714285714285715,0.0,4,2,0.6666666666666666,873,"ENTRECTINIB, LAROTRECTINIB SULFATE, CRIZOTINIB, TSR-011"
Q146,5,gene_evidence_trial_bridge,rag_hybrid,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,3,2,0.6666666666666666,853,"Entrectinib, Larotrectinib, Selpercatinib"
Q147,5,gene_evidence_trial_bridge,rag_dense,0.0,0.0,0.0,0.0,1,0,0.0,930,PALBOCICLIB
Q147,5,gene_evidence_trial_bridge,rag_bm25,0.5,1.0,0.6666666666666666,1.0,2,1,1.0,897,"Olaparib, Mitomicin"
Q147,5,gene_evidence_trial_bridge,rag_hybrid,0.5,1.0,0.6666666666666666,1.0,2,1,1.0,890,"OLAPARIB, TALAZOPARIB"
Q148,5,gene_evidence_trial_bridge,rag_dense,0.0,0.0,0.0,0.0,2,0,0.25,931,"Entrectinib, ROSMANTUZUMAB"
Q148,5,gene_evidence_trial_bridge,rag_bm25,0.5,0.5,0.5,0.0,4,2,0.5,899,"LORLATINIB, CRIZOTINIB, FORETINIB, REPotrectinib"
Q148,5,gene_evidence_trial_bridge,rag_hybrid,0.16666666666666666,0.25,0.2,0.0,6,1,0.75,884,"Entrectinib, Crizotinib, Foretinib, Xalkori, Taletrectinib, Repotrectinib"
Q149,5,gene_evidence_trial_bridge,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,924,NON DETERMINABILE
Q149,5,gene_evidence_trial_bridge,rag_bm25,0.3333333333333333,1.0,0.5,1.0,3,1,1.0,870,"PEMBROLIZUMAB, TORIPALIMAB, NIVOLUMAB"
Q149,5,gene_evidence_trial_bridge,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,919,PEMBROLIZUMAB
Q150,5,gene_to_cdx,rag_dense,0.0,0.0,0.0,0.0,0,0,0.6666666666666666,914,NON DETERMINABILE
Q150,5,gene_to_cdx,rag_bm25,0.0,0.0,0.0,0.0,0,0,0.3333333333333333,885,NON DETERMINABILE
Q150,5,gene_to_cdx,rag_hybrid,0.0,0.0,0.0,0.0,0,0,0.6666666666666666,943,NON DETERMINABILE
Q151,5,gene_to_cdx,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,916,NON DETERMINABILE
Q151,5,gene_to_cdx,rag_bm25,0.0,0.0,0.0,0.0,1,0,1.0,921,NILOTINIB
Q151,5,gene_to_cdx,rag_hybrid,0.0,0.0,0.0,0.0,0,0,0.0,948,NON DETERMINABILE
Q152,5,gene_to_cdx,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,866,NON DETERMINABILE
Q152,5,gene_to_cdx,rag_bm25,0.0,0.0,0.0,0.0,0,0,0.4,926,NON DETERMINABILE
Q152,5,gene_to_cdx,rag_hybrid,0.0,0.0,0.0,0.0,0,0,0.2,931,NON DETERMINABILE
Q153,5,gene_to_cdx,rag_dense,0.0,0.0,0.0,0.0,0,0,0.5,926,NON DETERMINABILE
Q153,5,gene_to_cdx,rag_bm25,0.0,0.0,0.0,0.0,0,0,0.0,906,NON DETERMINABILE
Q153,5,gene_to_cdx,rag_hybrid,0.0,0.0,0.0,0.0,0,0,0.5,936,NON DETERMINABILE
Q154,5,gene_to_cdx,rag_dense,0.0,0.0,0.0,0.0,0,0,0.6666666666666666,920,NON DETERMINABILE
Q154,5,gene_to_cdx,rag_bm25,0.0,0.0,0.0,0.0,0,0,0.6666666666666666,936,NON DETERMINABILE
Q154,5,gene_to_cdx,rag_hybrid,0.0,0.0,0.0,0.0,0,0,0.6666666666666666,948,NON DETERMINABILE
Q155,5,gene_to_cdx,rag_dense,0.0,0.0,0.0,0.0,0,0,0.5,918,NON DETERMINABILE
Q155,5,gene_to_cdx,rag_bm25,0.0,0.0,0.0,0.0,0,0,0.5,934,NON DETERMINABILE
Q155,5,gene_to_cdx,rag_hybrid,0.0,0.0,0.0,0.0,0,0,0.5,943,NON DETERMINABILE
Q156,5,gene_to_cdx,rag_dense,0.0,0.0,0.0,0.0,0,0,0.25,933,NON DETERMINABILE
Q156,5,gene_to_cdx,rag_bm25,0.0,0.0,0.0,0.0,0,0,0.5,940,NON DETERMINABILE
Q156,5,gene_to_cdx,rag_hybrid,0.0,0.0,0.0,0.0,0,0,0.5,938,NON DETERMINABILE
Q157,5,gene_to_cdx,rag_dense,0.0,0.0,0.0,0.0,0,0,0.25,897,NON DETERMINABILE
Q157,5,gene_to_cdx,rag_bm25,0.0,0.0,0.0,0.0,1,0,0.5,934,JQ1
Q157,5,gene_to_cdx,rag_hybrid,0.0,0.0,0.0,0.0,0,0,0.5,929,NON DETERMINABILE
Q158,5,gene_to_cdx,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,934,NON DETERMINABILE
Q158,5,gene_to_cdx,rag_bm25,0.0,0.0,0.0,0.0,0,0,0.0,934,NON DETERMINABILE
Q158,5,gene_to_cdx,rag_hybrid,0.0,0.0,0.0,0.0,0,0,0.0,944,NON DETERMINABILE
Q159,5,gene_to_cdx,rag_dense,0.0,0.0,0.0,0.0,2,0,0.3333333333333333,923,"FOUNDATIONONECD:ROS1:ENTRECTINIB, FOUNDATIONONELI:ROS1:ENTRECTINIB"
Q159,5,gene_to_cdx,rag_bm25,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,3,2,0.6666666666666666,931,"Oncomine Dx Target Test, FoundationOne CDx, FoundationOne Liquid CDx"
Q159,5,gene_to_cdx,rag_hybrid,0.0,0.0,0.0,0.0,3,0,0.6666666666666666,945,"FOUNDATIONONECD:ROS1:ENTRECTINIB, FOUNDATIONONELI:ROS1:ENTRECTINIB, ONCOMINEDXTARGE:ROS1:CRIZOTINIB"
Q160,5,gene_to_cdx,rag_dense,0.0,0.0,0.0,0.0,0,0,0.4,947,NON DETERMINABILE
Q160,5,gene_to_cdx,rag_bm25,0.0,0.0,0.0,0.0,0,0,0.6,930,NON DETERMINABILE
Q160,5,gene_to_cdx,rag_hybrid,0.0,0.0,0.0,0.0,0,0,0.4,948,NON DETERMINABILE
Q161,5,gene_to_cdx,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,909,NON DETERMINABILE
Q161,5,gene_to_cdx,rag_bm25,0.0,0.0,0.0,0.0,0,0,0.0,933,NON DETERMINABILE
Q161,5,gene_to_cdx,rag_hybrid,0.0,0.0,0.0,0.0,0,0,0.0,940,NON DETERMINABILE
Q162,5,gene_to_cdx,rag_dense,0.0,0.0,0.0,0.0,0,0,0.5,945,NON DETERMINABILE
Q162,5,gene_to_cdx,rag_bm25,0.0,0.0,0.0,0.0,0,0,0.0,884,NON DETERMINABILE
Q162,5,gene_to_cdx,rag_hybrid,0.0,0.0,0.0,0.0,0,0,0.5,929,NON DETERMINABILE
Q163,5,gene_to_cdx,rag_dense,0.0,0.0,0.0,0.0,0,0,0.3333333333333333,911,NON DETERMINABILE
Q163,5,gene_to_cdx,rag_bm25,0.0,0.0,0.0,0.0,0,0,0.3333333333333333,936,NON DETERMINABILE
Q163,5,gene_to_cdx,rag_hybrid,0.0,0.0,0.0,0.0,0,0,0.3333333333333333,951,NON DETERMINABILE
Q164,5,gene_to_cdx,rag_dense,0.5,0.5,0.5,0.0,2,1,0.5,940,"Pembrolizumab, FoundationOne CDx"
Q164,5,gene_to_cdx,rag_bm25,1.0,1.0,1.0,1.0,2,2,1.0,932,"FoundationOne CDx,MI Cancer Seek MCS"
Q164,5,gene_to_cdx,rag_hybrid,1.0,1.0,1.0,1.0,2,2,1.0,947,"FoundationOne CDx, MI Cancer Seek"
Q165,5,gene_to_cdx,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,934,NON DETERMINABILE
Q165,5,gene_to_cdx,rag_bm25,0.0,0.0,0.0,0.0,2,0,0.0,943,"DASATINIB, IMATINIB"
Q165,5,gene_to_cdx,rag_hybrid,0.0,0.0,0.0,0.0,0,0,0.0,951,NON DETERMINABILE
Q166,5,gene_to_cdx,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,923,NON DETERMINABILE
Q166,5,gene_to_cdx,rag_bm25,0.0,0.0,0.0,0.0,0,0,1.0,923,NON DETERMINABILE
Q166,5,gene_to_cdx,rag_hybrid,0.0,0.0,0.0,0.0,0,0,0.0,946,NON DETERMINABILE
Q167,5,gene_to_cdx,rag_dense,0.0,0.0,0.0,0.0,0,0,0.3333333333333333,920,NON DETERMINABILE
Q167,5,gene_to_cdx,rag_bm25,0.0,0.0,0.0,0.0,1,0,0.6666666666666666,937,ERLOTINIB
Q167,5,gene_to_cdx,rag_hybrid,0.0,0.0,0.0,0.0,0,0,1.0,945,NON DETERMINABILE
Q168,5,gene_to_cdx,rag_dense,0.0,0.0,0.0,0.0,2,0,0.0,937,"KIT D816V Assay, Avapritinib"
Q168,5,gene_to_cdx,rag_bm25,0.0,0.0,0.0,0.0,2,0,0.0,905,"KIT D816V Assay, THERASCREENPDGF"
Q168,5,gene_to_cdx,rag_hybrid,0.0,0.0,0.0,0.0,2,0,0.0,938,"KIT D816V Assay, therascreen PDGFRA RGQ PCR Kit"
Q169,5,gene_to_cdx,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,926,NON DETERMINABILE
Q169,5,gene_to_cdx,rag_bm25,0.0,0.0,0.0,0.0,0,0,0.0,927,NON DETERMINABILE
Q169,5,gene_to_cdx,rag_hybrid,0.0,0.0,0.0,0.0,0,0,0.0,933,NON DETERMINABILE
