module,path,loc,classification,reached_by_api_main,reached_by_research_api,reached_by_legacy_api,reached_by_evaluation,reached_by_scripts,reached_by_tests
benchmarks.mtb_evidence.pilot.audit_lib.aliases,benchmarks/mtb_evidence/pilot/audit_lib/aliases.py,162,LEGACY_RETAINED_FOR_EXPERIMENT,True,False,True,False,False,True
benchmarks.mtb_evidence.pilot.audit_lib.classify,benchmarks/mtb_evidence/pilot/audit_lib/classify.py,207,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.pilot.audit_lib.compare,benchmarks/mtb_evidence/pilot/audit_lib/compare.py,540,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.pilot.audit_lib.connection,benchmarks/mtb_evidence/pilot/audit_lib/connection.py,41,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.pilot.audit_lib.disease,benchmarks/mtb_evidence/pilot/audit_lib/disease.py,165,LEGACY_RETAINED_FOR_EXPERIMENT,True,False,True,False,False,True
benchmarks.mtb_evidence.pilot.audit_lib.gold,benchmarks/mtb_evidence/pilot/audit_lib/gold.py,199,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.pilot.audit_lib.graph_client,benchmarks/mtb_evidence/pilot/audit_lib/graph_client.py,87,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.pilot.audit_lib.normalize,benchmarks/mtb_evidence/pilot/audit_lib/normalize.py,136,LEGACY_RETAINED_FOR_EXPERIMENT,True,False,True,False,False,True
benchmarks.mtb_evidence.pilot.audit_lib.queries,benchmarks/mtb_evidence/pilot/audit_lib/queries/__init__.py,1,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.pilot.audit_lib.queries.a2_alk,benchmarks/mtb_evidence/pilot/audit_lib/queries/a2_alk.py,214,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.pilot.audit_lib.queries.base,benchmarks/mtb_evidence/pilot/audit_lib/queries/base.py,212,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.pilot.audit_lib.queries.c1_egfr,benchmarks/mtb_evidence/pilot/audit_lib/queries/c1_egfr.py,237,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.pilot.audit_lib.queries.k1_fgfr2,benchmarks/mtb_evidence/pilot/audit_lib/queries/k1_fgfr2.py,248,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.pilot.audit_lib.queries.n1_rmi2,benchmarks/mtb_evidence/pilot/audit_lib/queries/n1_rmi2.py,204,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.pilot.audit_lib.report,benchmarks/mtb_evidence/pilot/audit_lib/report.py,367,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.pilot.audit_lib.schema,benchmarks/mtb_evidence/pilot/audit_lib/schema.py,176,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.pilot.audit_lib.second_review,benchmarks/mtb_evidence/pilot/audit_lib/second_review.py,314,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.pilot.audit_lib.serialize,benchmarks/mtb_evidence/pilot/audit_lib/serialize.py,190,LEGACY_RETAINED_FOR_EXPERIMENT,True,False,True,False,False,True
benchmarks.mtb_evidence.pilot.audit_lib.snapshot,benchmarks/mtb_evidence/pilot/audit_lib/snapshot.py,185,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.pilot.scripts.audit_pilot_gold,benchmarks/mtb_evidence/pilot/scripts/audit_pilot_gold.py,213,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.unified_dossier_contract,benchmarks/mtb_evidence/unified_dossier_contract/__init__.py,5,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.unified_dossier_contract.contract,benchmarks/mtb_evidence/unified_dossier_contract/contract.py,118,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.unified_dossier_contract.module_status,benchmarks/mtb_evidence/unified_dossier_contract/module_status.py,93,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.unified_dossier_contract.modules,benchmarks/mtb_evidence/unified_dossier_contract/modules.py,97,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.unified_dossier_contract.preview,benchmarks/mtb_evidence/unified_dossier_contract/preview.py,230,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.unified_dossier_contract.tests,benchmarks/mtb_evidence/unified_dossier_contract/tests/__init__.py,0,TEST_CODE,False,False,False,False,False,True
benchmarks.mtb_evidence.unified_dossier_contract.tests.test_contract,benchmarks/mtb_evidence/unified_dossier_contract/tests/test_contract.py,132,TEST_CODE,False,False,False,False,False,True
benchmarks.mtb_evidence.unified_dossier_contract.tests.test_preview,benchmarks/mtb_evidence/unified_dossier_contract/tests/test_preview.py,33,TEST_CODE,False,False,False,False,False,True
benchmarks.mtb_evidence.unified_dossier_contract.tests.test_scope,benchmarks/mtb_evidence/unified_dossier_contract/tests/test_scope.py,31,TEST_CODE,False,False,False,False,False,True
evaluation,evaluation/__init__.py,6,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
evaluation.build_gca_v3_sample,evaluation/build_gca_v3_sample.py,135,SHADOW_EVALUATION,False,False,False,True,False,False
evaluation.build_rq1_sample,evaluation/build_rq1_sample.py,76,SHADOW_EVALUATION,False,False,False,True,False,False
evaluation.build_rq2_sample,evaluation/build_rq2_sample.py,199,SHADOW_EVALUATION,False,False,False,True,False,False
evaluation.build_rq3_plan,evaluation/build_rq3_plan.py,174,SHADOW_EVALUATION,False,False,False,True,False,False
evaluation.freeze_rq4,evaluation/freeze_rq4.py,133,SHADOW_EVALUATION,False,False,False,True,False,False
evaluation.rq1,evaluation/rq1/__init__.py,1,SHADOW_EVALUATION,False,False,False,True,False,False
evaluation.rq1.canonical_key,evaluation/rq1/canonical_key.py,222,SHADOW_EVALUATION,False,False,False,True,False,True
evaluation.rq1.compare,evaluation/rq1/compare.py,377,SHADOW_EVALUATION,False,False,False,True,False,True
evaluation.rq1.kg_source,evaluation/rq1/kg_source.py,626,SHADOW_EVALUATION,False,False,False,True,False,True
evaluation.rq1.sample,evaluation/rq1/sample.py,170,SHADOW_EVALUATION,False,False,False,True,False,False
evaluation.rq2,evaluation/rq2/__init__.py,1,SHADOW_EVALUATION,False,False,False,True,False,False
evaluation.rq2.pairs,evaluation/rq2/pairs.py,198,SHADOW_EVALUATION,False,False,False,True,False,True
evaluation.rq2.resolve,evaluation/rq2/resolve.py,191,SHADOW_EVALUATION,False,False,False,True,False,False
evaluation.rq3,evaluation/rq3/__init__.py,1,SHADOW_EVALUATION,False,False,False,True,False,False
evaluation.rq3.models,evaluation/rq3/models.py,79,SHADOW_EVALUATION,False,False,False,True,False,True
evaluation.rq4,evaluation/rq4/__init__.py,1,SHADOW_EVALUATION,False,False,False,True,False,True
evaluation.rq4.benchmark,evaluation/rq4/benchmark.py,518,SHADOW_EVALUATION,False,False,False,True,False,True
evaluation.rq4.harness,evaluation/rq4/harness.py,144,SHADOW_EVALUATION,False,False,False,True,False,True
evaluation.rq4.metrics,evaluation/rq4/metrics.py,413,SHADOW_EVALUATION,False,False,False,True,False,True
evaluation.run_gca_v3_audit,evaluation/run_gca_v3_audit.py,361,SHADOW_EVALUATION,False,False,False,True,False,False
evaluation.run_rq1,evaluation/run_rq1.py,219,SHADOW_EVALUATION,False,False,False,True,False,False
evaluation.run_rq2,evaluation/run_rq2.py,280,SHADOW_EVALUATION,False,False,False,True,False,False
evaluation.run_rq4,evaluation/run_rq4.py,211,SHADOW_EVALUATION,False,False,False,True,False,False
evaluation.run_rq4_repeat,evaluation/run_rq4_repeat.py,154,SHADOW_EVALUATION,False,False,False,True,False,False
evaluation.run_runtime_v3_integration,evaluation/run_runtime_v3_integration.py,436,SHADOW_EVALUATION,False,False,False,True,False,False
evaluation.tests,evaluation/tests/__init__.py,0,TEST_CODE,False,False,False,False,False,True
evaluation.tests.test_evaluation_code,evaluation/tests/test_evaluation_code.py,438,TEST_CODE,False,False,False,False,False,True
evaluation.tests.test_gca_v3,evaluation/tests/test_gca_v3.py,463,TEST_CODE,False,False,False,False,False,True
experiments.reproducibility.04_frontiera_automazione,experiments/reproducibility/04_frontiera_automazione.py,108,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
experiments.reproducibility.05_sweep_budget_contesto,experiments/reproducibility/05_sweep_budget_contesto.py,208,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
experiments.reproducibility.06_baseline_denso_biomedico,experiments/reproducibility/06_baseline_denso_biomedico.py,270,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
experiments.reproducibility.07_robustezza_rumore_kb,experiments/reproducibility/07_robustezza_rumore_kb.py,443,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
experiments.reproducibility.08_profondita_salti,experiments/reproducibility/08_profondita_salti.py,328,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
experiments.reproducibility.09_multianswer,experiments/reproducibility/09_multianswer.py,352,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
experiments.reproducibility.10_router_ablation,experiments/reproducibility/10_router_ablation.py,575,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
experiments.reproducibility._encode_raw_pubmedbert,experiments/reproducibility/_encode_raw_pubmedbert.py,67,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
experiments.reproducibility._run_sweep_1k,experiments/reproducibility/_run_sweep_1k.py,15,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
experiments.reproducibility.run_parafrasi_generico,experiments/reproducibility/run_parafrasi_generico.py,124,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
experiments.reproducibility.run_reader_2k,experiments/reproducibility/run_reader_2k.py,100,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
experiments.reproducibility.run_reader_generico,experiments/reproducibility/run_reader_generico.py,147,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
experiments.reproducibility.run_reader_multikey,experiments/reproducibility/run_reader_multikey.py,110,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
experiments.reproducibility.run_reader_ollama_2k,experiments/reproducibility/run_reader_ollama_2k.py,80,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
experiments.reproducibility.run_router_generico,experiments/reproducibility/run_router_generico.py,125,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
experiments.thesis_alignment.run_case_study,experiments/thesis_alignment/run_case_study.py,309,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
gca_v3,gca_v3/__init__.py,11,SHADOW_EVALUATION,False,False,False,True,False,True
gca_v3.alterations,gca_v3/alterations.py,316,SHADOW_EVALUATION,False,False,False,True,False,True
gca_v3.build_repository,gca_v3/build_repository.py,281,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
gca_v3.contract,gca_v3/contract.py,253,SHADOW_EVALUATION,False,False,False,True,False,True
gca_v3.matching,gca_v3/matching.py,108,SHADOW_EVALUATION,False,False,False,True,False,True
gca_v3.materialize,gca_v3/materialize.py,454,SHADOW_EVALUATION,False,False,False,True,False,False
gca_v3.polarity,gca_v3/polarity.py,162,SHADOW_EVALUATION,False,False,False,True,False,True
gca_v3.regimens,gca_v3/regimens.py,127,SHADOW_EVALUATION,False,False,False,True,False,True
gca_v3.repository,gca_v3/repository.py,55,TEST_ONLY,False,False,False,False,False,True
phase0_regenerate,phase0_regenerate.py,60,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
scratch_analyze_failures,scratch_analyze_failures.py,41,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
scratch_escat_debug,scratch_escat_debug.py,15,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
scratch_escat_mismatches,scratch_escat_mismatches.py,9,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
scripts.build_provenance_repair_pilot,scripts/build_provenance_repair_pilot.py,172,SHADOW_EVALUATION,False,False,False,False,True,False
scripts.e2e_supervisor_ui,scripts/e2e_supervisor_ui.py,268,SHADOW_EVALUATION,False,False,False,False,True,False
scripts.generate_provenance_repair_report,scripts/generate_provenance_repair_report.py,224,SHADOW_EVALUATION,False,False,False,False,True,False
scripts.validate_v3_schemas,scripts/validate_v3_schemas.py,221,SHADOW_EVALUATION,False,False,False,False,True,False
test_imports,test_imports.py,1,TEST_CODE,False,False,False,False,False,True
