gene_claim_name	nomenclature	concept_id	gene_name	source_db_name	source_db_version
ACTA1	Gene Symbol	hgnc:129	ACTA1	Ensembl	111
ACTA1	Gene Symbol	hgnc:129	ACTA1	NCBI	20240410
UNIPROT:P35348	UniProtKB ID	hgnc:277	ADRA1A	TdgClinicalTrial	Jan-14
UNIPROT:P25100	UniProtKB ID	hgnc:280	ADRA1D	TdgClinicalTrial	Jan-14
UNIPROT:P18089	UniProtKB ID	hgnc:282	ADRA2B	TdgClinicalTrial	Jan-14
UNIPROT:P41595	UniProtKB ID	hgnc:5294	HTR2B	TdgClinicalTrial	Jan-14
UNIPROT:P48039	UniProtKB ID	hgnc:7463	MTNR1A	TdgClinicalTrial	Jan-14
UNIPROT:Q9NR96	UniProtKB ID	hgnc:15633	TLR9	TdgClinicalTrial	Jan-14
UNIPROT:P08107	UniProtKB ID	hgnc:5232	HSPA1A	TdgClinicalTrial	Jan-14
UNIPROT:Q9GZT9	UniProtKB ID	hgnc:1232	EGLN1	TdgClinicalTrial	Jan-14
UNIPROT:P43220	UniProtKB ID	hgnc:4324	GLP1R	TdgClinicalTrial	Jan-14
IL6	Gene Symbol	hgnc:6018	IL6	HGNC	20240408
IL6	Gene Symbol	hgnc:6018	IL6	NCBI	20240410
IL6	Gene Symbol	hgnc:6018	IL6	Ensembl	111
UNIPROT:P05231	UniProtKB ID	hgnc:6018	IL6	TdgClinicalTrial	Jan-14
UNIPROT:P02679	UniProtKB ID	hgnc:3694	FGG	TdgClinicalTrial	Jan-14
UNIPROT:Q9Y5Y9	UniProtKB ID	hgnc:10582	SCN10A	TdgClinicalTrial	Jan-14
UNIPROT:P00374	UniProtKB ID	hgnc:2861	DHFR	TdgClinicalTrial	Jan-14
GART	Gene Symbol	hgnc:4163	GART	HGNC	20240408
GART	Gene Symbol	hgnc:4163	GART	Ensembl	111
GART	Gene Symbol	hgnc:4163	GART	NCBI	20240410
UNIPROT:Q13936	UniProtKB ID	hgnc:1390	CACNA1C	TdgClinicalTrial	Jan-14
UNIPROT:O43614	UniProtKB ID	hgnc:4849	HCRTR2	TdgClinicalTrial	Jan-14
UNIPROT:P34903	UniProtKB ID	hgnc:4077	GABRA3	TdgClinicalTrial	Jan-14
GABRA5	Gene Symbol	hgnc:4079	GABRA5	HGNC	20240408
GABRA5	Gene Symbol	hgnc:4079	GABRA5	Ensembl	111
GABRA5	Gene Symbol	hgnc:4079	GABRA5	NCBI	20240410
UNIPROT:P18505	UniProtKB ID	hgnc:4081	GABRB1	TdgClinicalTrial	Jan-14
UNIPROT:Q8N1C3	UniProtKB ID	hgnc:4086	GABRG1	TdgClinicalTrial	Jan-14
UNIPROT:A8MPY1	UniProtKB ID	hgnc:17969	GABRR3	TdgClinicalTrial	Jan-14
UNIPROT:P20292	UniProtKB ID	hgnc:436	ALOX5AP	TdgClinicalTrial	Jan-14
UNIPROT:Q92633	UniProtKB ID	hgnc:3166	LPAR1	TdgClinicalTrial	Jan-14
UNIPROT:P01583	UniProtKB ID	hgnc:5991	IL1A	TdgClinicalTrial	Jan-14
UNIPROT:P06858	UniProtKB ID	hgnc:6677	LPL	TdgClinicalTrial	Jan-14
UNIPROT:P11511	UniProtKB ID	hgnc:2594	CYP19A1	TdgClinicalTrial	Jan-14
UNIPROT:P00742	UniProtKB ID	hgnc:3528	F10	TdgClinicalTrial	Jan-14
UNIPROT:P21917	UniProtKB ID	hgnc:3025	DRD4	TdgClinicalTrial	Jan-14
UNIPROT:Q96DB2	UniProtKB ID	hgnc:19086	HDAC11	TdgClinicalTrial	Jan-14
UNIPROT:P25445	UniProtKB ID	hgnc:11920	FAS	TdgClinicalTrial	Jan-14
UNIPROT:P00734	UniProtKB ID	hgnc:3535	F2	TdgClinicalTrial	Jan-14
UNIPROT:P11387	UniProtKB ID	hgnc:11986	TOP1	TdgClinicalTrial	Jan-14
UNIPROT:Q15759	UniProtKB ID	hgnc:6873	MAPK11	TdgClinicalTrial	Jan-14
UNIPROT:P27361	UniProtKB ID	hgnc:6877	MAPK3	TdgClinicalTrial	Jan-14
LRFN2	Gene Symbol	hgnc:21226	LRFN2	NCBI	20240410
NRXN1	Gene Symbol	hgnc:8008	NRXN1	GO	10-Apr-24
RTN2	Gene Symbol	hgnc:10468	RTN2	HGNC	20240408
RTN2	Gene Symbol	hgnc:10468	RTN2	Ensembl	111
RTN2	Gene Symbol	hgnc:10468	RTN2	NCBI	20240410
LILRB4	Gene Symbol	hgnc:6608	LILRB4	HGNC	20240408
UNIPROT:P02751	UniProtKB ID	hgnc:3778	FN1	TdgClinicalTrial	Jan-14
NCL	Gene Symbol	hgnc:7667	NCL	HGNC	20240408
NCL	Gene Symbol	hgnc:7667	NCL	Ensembl	111
NCL	Gene Symbol	hgnc:7667	NCL	NCBI	20240410
UNIPROT:P31639	UniProtKB ID	hgnc:11037	SLC5A2	TdgClinicalTrial	Jan-14
BAD	Gene Symbol	hgnc:936	BAD	HGNC	20240408
BAD	Gene Symbol	hgnc:936	BAD	Ensembl	111
BAD	Gene Symbol	hgnc:936	BAD	NCBI	20240410
UNIPROT:P03951	UniProtKB ID	hgnc:3529	F11	TdgClinicalTrial	Jan-14
MBP	Gene Symbol	hgnc:6925	MBP	HGNC	20240408
MBP	Gene Symbol	hgnc:6925	MBP	Ensembl	111
MBP	Gene Symbol	hgnc:6925	MBP	NCBI	20240410
UNIPROT:P08684	UniProtKB ID	hgnc:2637	CYP3A4	TdgClinicalTrial	Jan-14
UNIPROT:P09917	UniProtKB ID	hgnc:435	ALOX5	TdgClinicalTrial	Jan-14
UNIPROT:P61812	UniProtKB ID	hgnc:11768	TGFB2	TdgClinicalTrial	Jan-14
UNIPROT:P78380	UniProtKB ID	hgnc:8133	OLR1	TdgClinicalTrial	Jan-14
HSF1	Gene Symbol	hgnc:5224	HSF1	HGNC	20240408
HSF1	Gene Symbol	hgnc:5224	HSF1	NCBI	20240410
HSF1	Gene Symbol	hgnc:5224	HSF1	Ensembl	111
UNIPROT:Q00613	UniProtKB ID	hgnc:5224	HSF1	TdgClinicalTrial	Jan-14
PSEN1	Gene Symbol	hgnc:9508	PSEN1	HGNC	20240408
PSEN1	Gene Symbol	hgnc:9508	PSEN1	NCBI	20240410
PSEN1	Gene Symbol	hgnc:9508	PSEN1	Ensembl	111
UNIPROT:P49768	UniProtKB ID	hgnc:9508	PSEN1	TdgClinicalTrial	Jan-14
CD40	Gene Symbol	hgnc:11919	CD40	HGNC	20240408
CD40	Gene Symbol	hgnc:11919	CD40	Ensembl	111
CD40	Gene Symbol	hgnc:11919	CD40	NCBI	20240410
UNIPROT:P25942	UniProtKB ID	hgnc:11919	CD40	TdgClinicalTrial	Jan-14
UNIPROT:P24723	UniProtKB ID	hgnc:9403	PRKCH	TdgClinicalTrial	Jan-14
UNIPROT:P01730	UniProtKB ID	hgnc:1678	CD4	TdgClinicalTrial	Jan-14
UNIPROT:P05155	UniProtKB ID	hgnc:1228	SERPING1	TdgClinicalTrial	Jan-14
UNIPROT:P20618	UniProtKB ID	hgnc:9537	PSMB1	TdgClinicalTrial	Jan-14
UNIPROT:P51686	UniProtKB ID	hgnc:1610	CCR9	TdgClinicalTrial	Jan-14
UNIPROT:P02647	UniProtKB ID	hgnc:600	APOA1	TdgClinicalTrial	Jan-14
UNIPROT:Q16602	UniProtKB ID	hgnc:16709	CALCRL	TdgClinicalTrial	Jan-14
UNIPROT:P48788	UniProtKB ID	hgnc:11946	TNNI2	TdgClinicalTrial	Jan-14
LILRB4	Gene Symbol	hgnc:6608	LILRB4	NCBI	20240410
LILRB4	Gene Symbol	hgnc:6608	LILRB4	Ensembl	111
HSPD1	Gene Symbol	hgnc:5261	HSPD1	GO	10-Apr-24
THBD	Gene Symbol	hgnc:11784	THBD	GO	10-Apr-24
LRP6	Gene Symbol	hgnc:6698	LRP6	HGNC	20240408
LRP6	Gene Symbol	hgnc:6698	LRP6	Ensembl	111
LRP6	Gene Symbol	hgnc:6698	LRP6	NCBI	20240410
FGA	Gene Symbol	hgnc:3661	FGA	GO	10-Apr-24
CTNND1	Gene Symbol	hgnc:2515	CTNND1	HGNC	20240408
CTNND1	Gene Symbol	hgnc:2515	CTNND1	NCBI	20240410
CTNND1	Gene Symbol	hgnc:2515	CTNND1	Ensembl	111
CTNND1	Gene Symbol	hgnc:2515	CTNND1	GO	10-Apr-24
UNIPROT:P00325	UniProtKB ID	hgnc:250	ADH1B	TdgClinicalTrial	Jan-14
DNTT	Gene Symbol	hgnc:2983	DNTT	HGNC	20240408
DNTT	Gene Symbol	hgnc:2983	DNTT	Ensembl	111
DNTT	Gene Symbol	hgnc:2983	DNTT	NCBI	20240410
UNIPROT:P49354	UniProtKB ID	hgnc:3782	FNTA	TdgClinicalTrial	Jan-14
PDHA1	Gene Symbol	hgnc:8806	PDHA1	HGNC	20240408
PDHA1	Gene Symbol	hgnc:8806	PDHA1	NCBI	20240410
PDHA1	Gene Symbol	hgnc:8806	PDHA1	Ensembl	111
PDHA2	Gene Symbol	hgnc:8807	PDHA2	HGNC	20240408
PDHA2	Gene Symbol	hgnc:8807	PDHA2	Ensembl	111
PDHA2	Gene Symbol	hgnc:8807	PDHA2	NCBI	20240410
UNIPROT:Q15119	UniProtKB ID	hgnc:8810	PDK2	TdgClinicalTrial	Jan-14
UNIPROT:Q07973	UniProtKB ID	hgnc:2602	CYP24A1	TdgClinicalTrial	Jan-14
UNIPROT:P19438	UniProtKB ID	hgnc:11916	TNFRSF1A	TdgClinicalTrial	Jan-14
UNIPROT:P06241	UniProtKB ID	hgnc:4037	FYN	TdgClinicalTrial	Jan-14
UNIPROT:P12259	UniProtKB ID	hgnc:3542	F5	TdgClinicalTrial	Jan-14
UNIPROT:Q08493	UniProtKB ID	hgnc:8782	PDE4C	TdgClinicalTrial	Jan-14
UGCG	Gene Symbol	hgnc:12524	UGCG	HGNC	20240408
UGCG	Gene Symbol	hgnc:12524	UGCG	NCBI	20240410
UGCG	Gene Symbol	hgnc:12524	UGCG	Ensembl	111
UNIPROT:Q16739	UniProtKB ID	hgnc:12524	UGCG	TdgClinicalTrial	Jan-14
SCN1B	Gene Symbol	hgnc:10586	SCN1B	HGNC	20240408
SCN1B	Gene Symbol	hgnc:10586	SCN1B	NCBI	20240410
SCN1B	Gene Symbol	hgnc:10586	SCN1B	Ensembl	111
UNIPROT:P35499	UniProtKB ID	hgnc:10591	SCN4A	TdgClinicalTrial	Jan-14
SCN4B	Gene Symbol	hgnc:10592	SCN4B	HGNC	20240408
SCN4B	Gene Symbol	hgnc:10592	SCN4B	Ensembl	111
SCN4B	Gene Symbol	hgnc:10592	SCN4B	NCBI	20240410
UNIPROT:P21964	UniProtKB ID	hgnc:2228	COMT	TdgClinicalTrial	Jan-14
UNIPROT:P27338	UniProtKB ID	hgnc:6834	MAOB	TdgClinicalTrial	Jan-14
UNIPROT:Q15131	UniProtKB ID	hgnc:1770	CDK10	TdgClinicalTrial	Jan-14
UNIPROT:Q00534	UniProtKB ID	hgnc:1777	CDK6	TdgClinicalTrial	Jan-14
UNIPROT:P48549	UniProtKB ID	hgnc:6264	KCNJ3	TdgClinicalTrial	Jan-14
UNIPROT:P25024	UniProtKB ID	hgnc:6026	CXCR1	TdgClinicalTrial	Jan-14
UNIPROT:O60664	UniProtKB ID	hgnc:16893	PLIN3	TdgClinicalTrial	Jan-14
PLXNB2	Gene Symbol	hgnc:9104	PLXNB2	HGNC	20240408
PLXNB2	Gene Symbol	hgnc:9104	PLXNB2	Ensembl	111
PLXNB2	Gene Symbol	hgnc:9104	PLXNB2	NCBI	20240410
FOLR2	Gene Symbol	hgnc:3793	FOLR2	HGNC	20240408
FOLR2	Gene Symbol	hgnc:3793	FOLR2	Ensembl	111
FOLR2	Gene Symbol	hgnc:3793	FOLR2	NCBI	20240410
FOLR2	Gene Symbol	hgnc:3793	FOLR2	GO	10-Apr-24
HLA-F	Gene Symbol	hgnc:4963	HLA-F	HGNC	20240408
HLA-F	Gene Symbol	hgnc:4963	HLA-F	Ensembl	111
HLA-F	Gene Symbol	hgnc:4963	HLA-F	NCBI	20240410
SCN5A	Gene Symbol	hgnc:10593	SCN5A	GO	10-Apr-24
RTN4RL1	Gene Symbol	hgnc:21329	RTN4RL1	HGNC	20240408
KCNJ1	Gene Symbol	hgnc:6255	KCNJ1	HGNC	20240408
KCNJ1	Gene Symbol	hgnc:6255	KCNJ1	NCBI	20240410
KCNJ1	Gene Symbol	hgnc:6255	KCNJ1	Ensembl	111
UNIPROT:P48048	UniProtKB ID	hgnc:6255	KCNJ1	TdgClinicalTrial	Jan-14
SLC2A3	Gene Symbol	hgnc:11007	SLC2A3	HGNC	20240408
SLC2A3	Gene Symbol	hgnc:11007	SLC2A3	NCBI	20240410
SLC2A3	Gene Symbol	hgnc:11007	SLC2A3	Ensembl	111
UNIPROT:P14672	UniProtKB ID	hgnc:11009	SLC2A4	TdgClinicalTrial	Jan-14
SLC2A5	Gene Symbol	hgnc:11010	SLC2A5	HGNC	20240408
SLC2A5	Gene Symbol	hgnc:11010	SLC2A5	Ensembl	111
SLC2A5	Gene Symbol	hgnc:11010	SLC2A5	NCBI	20240410
UNIPROT:P43490	UniProtKB ID	hgnc:30092	NAMPT	TdgClinicalTrial	Jan-14
UNIPROT:P51170	UniProtKB ID	hgnc:10602	SCNN1G	TdgClinicalTrial	Jan-14
UNIPROT:P33402	UniProtKB ID	hgnc:4684	GUCY1A2	TdgClinicalTrial	Jan-14
UNIPROT:P28907	UniProtKB ID	hgnc:1667	CD38	TdgClinicalTrial	Jan-14
UNIPROT:O43525	UniProtKB ID	hgnc:6297	KCNQ3	TdgClinicalTrial	Jan-14
KCNQ4	Gene Symbol	hgnc:6298	KCNQ4	HGNC	20240408
KCNQ4	Gene Symbol	hgnc:6298	KCNQ4	Ensembl	111
KCNQ4	Gene Symbol	hgnc:6298	KCNQ4	NCBI	20240410
UNIPROT:Q08345	UniProtKB ID	hgnc:2730	DDR1	TdgClinicalTrial	Jan-14
UNIPROT:P16642	UniProtKB ID	hgnc:11529	EPCAM	TdgClinicalTrial	Jan-14
CD22	Gene Symbol	hgnc:1643	CD22	HGNC	20240408
CD22	Gene Symbol	hgnc:1643	CD22	Ensembl	111
CD22	Gene Symbol	hgnc:1643	CD22	NCBI	20240410
UNIPROT:P38484	UniProtKB ID	hgnc:5440	IFNGR2	TdgClinicalTrial	Jan-14
UNIPROT:P01112	UniProtKB ID	hgnc:5173	HRAS	TdgClinicalTrial	Jan-14
UNIPROT:Q13509	UniProtKB ID	hgnc:20772	TUBB3	TdgClinicalTrial	Jan-14
UNIPROT:Q99835	UniProtKB ID	hgnc:11119	SMO	TdgClinicalTrial	Jan-14
UNIPROT:P08183	UniProtKB ID	hgnc:40	ABCB1	TdgClinicalTrial	Jan-14
MTF1	Gene Symbol	hgnc:7428	MTF1	HGNC	20240408
MTF1	Gene Symbol	hgnc:7428	MTF1	NCBI	20240410
MTF1	Gene Symbol	hgnc:7428	MTF1	Ensembl	111
CYSLTR1	Gene Symbol	hgnc:17451	CYSLTR1	HGNC	20240408
CYSLTR1	Gene Symbol	hgnc:17451	CYSLTR1	NCBI	20240410
CYSLTR1	Gene Symbol	hgnc:17451	CYSLTR1	Ensembl	111
UNIPROT:Q9Y271	UniProtKB ID	hgnc:17451	CYSLTR1	TdgClinicalTrial	Jan-14
UNIPROT:P17752	UniProtKB ID	hgnc:12008	TPH1	TdgClinicalTrial	Jan-14
UNIPROT:P46976	UniProtKB ID	hgnc:4699	GYG1	TdgClinicalTrial	Jan-14
UNIPROT:P48546	UniProtKB ID	hgnc:4271	GIPR	TdgClinicalTrial	Jan-14
UNIPROT:Q86VZ1	UniProtKB ID	hgnc:15524	P2RY8	TdgClinicalTrial	Jan-14
UNIPROT:Q04912	UniProtKB ID	hgnc:7381	MST1R	TdgClinicalTrial	Jan-14
IPO11	Gene Symbol	hgnc:20628	IPO11	HGNC	20240408
IPO11	Gene Symbol	hgnc:20628	IPO11	Ensembl	111
IPO11	Gene Symbol	hgnc:20628	IPO11	NCBI	20240410
IPO13	Gene Symbol	hgnc:16853	IPO13	HGNC	20240408
IPO13	Gene Symbol	hgnc:16853	IPO13	Ensembl	111
IPO13	Gene Symbol	hgnc:16853	IPO13	NCBI	20240410
RTN4RL1	Gene Symbol	hgnc:21329	RTN4RL1	Ensembl	111
UNIPROT:O94829	UniProtKB ID	hgnc:16853	IPO13	TdgClinicalTrial	Jan-14
IPO4	Gene Symbol	hgnc:19426	IPO4	HGNC	20240408
IPO4	Gene Symbol	hgnc:19426	IPO4	NCBI	20240410
IPO4	Gene Symbol	hgnc:19426	IPO4	Ensembl	111
IPO8	Gene Symbol	hgnc:9853	IPO8	HGNC	20240408
IPO8	Gene Symbol	hgnc:9853	IPO8	Ensembl	111
IPO8	Gene Symbol	hgnc:9853	IPO8	NCBI	20240410
IPO9	Gene Symbol	hgnc:19425	IPO9	HGNC	20240408
IPO9	Gene Symbol	hgnc:19425	IPO9	Ensembl	111
IPO9	Gene Symbol	hgnc:19425	IPO9	NCBI	20240410
UBA3	Gene Symbol	hgnc:12470	UBA3	HGNC	20240408
UBA3	Gene Symbol	hgnc:12470	UBA3	Ensembl	111
UBA3	Gene Symbol	hgnc:12470	UBA3	NCBI	20240410
UNIPROT:Q8TBC4	UniProtKB ID	hgnc:12470	UBA3	TdgClinicalTrial	Jan-14
CLCA1	Gene Symbol	hgnc:2015	CLCA1	HGNC	20240408
CLCA1	Gene Symbol	hgnc:2015	CLCA1	NCBI	20240410
CLCA1	Gene Symbol	hgnc:2015	CLCA1	Ensembl	111
UNIPROT:A8K7I4	UniProtKB ID	hgnc:2015	CLCA1	TdgClinicalTrial	Jan-14
UNIPROT:P48061	UniProtKB ID	hgnc:10672	CXCL12	TdgClinicalTrial	Jan-14
HPD	Gene Symbol	hgnc:5147	HPD	HGNC	20240408
HPD	Gene Symbol	hgnc:5147	HPD	Ensembl	111
HPD	Gene Symbol	hgnc:5147	HPD	NCBI	20240410
UNIPROT:P32754	UniProtKB ID	hgnc:5147	HPD	TdgClinicalTrial	Jan-14
UNIPROT:P04792	UniProtKB ID	hgnc:5246	HSPB1	TdgClinicalTrial	Jan-14
SIAH1	Gene Symbol	hgnc:10857	SIAH1	HGNC	20240408
SIAH1	Gene Symbol	hgnc:10857	SIAH1	Ensembl	111
SIAH1	Gene Symbol	hgnc:10857	SIAH1	NCBI	20240410
UNIPROT:P42336	UniProtKB ID	hgnc:8975	PIK3CA	TdgClinicalTrial	Jan-14
UNIPROT:P49190	UniProtKB ID	hgnc:9609	PTH2R	TdgClinicalTrial	Jan-14
UNIPROT:Q96FT7	UniProtKB ID	hgnc:21263	ASIC4	TdgClinicalTrial	Jan-14
ASIC2	Gene Symbol	hgnc:99	ASIC2	HGNC	20240408
ASIC2	Gene Symbol	hgnc:99	ASIC2	Ensembl	111
ASIC2	Gene Symbol	hgnc:99	ASIC2	NCBI	20240410
IL10RB	Gene Symbol	hgnc:5965	IL10RB	HGNC	20240408
IL10RB	Gene Symbol	hgnc:5965	IL10RB	Ensembl	111
IL10RB	Gene Symbol	hgnc:5965	IL10RB	NCBI	20240410
UNIPROT:Q08334	UniProtKB ID	hgnc:5965	IL10RB	TdgClinicalTrial	Jan-14
DSG3	Gene Symbol	hgnc:3050	DSG3	HGNC	20240408
DSG3	Gene Symbol	hgnc:3050	DSG3	Ensembl	111
DSG3	Gene Symbol	hgnc:3050	DSG3	NCBI	20240410
UNIPROT:Q9Y5Z0	UniProtKB ID	hgnc:934	BACE2	TdgClinicalTrial	Jan-14
UNIPROT:P51681	UniProtKB ID	hgnc:1606	CCR5	TdgClinicalTrial	Jan-14
UNIPROT:Q9H015	UniProtKB ID	hgnc:10968	SLC22A4	TdgClinicalTrial	Jan-14
UNIPROT:O00264	UniProtKB ID	hgnc:16090	PGRMC1	TdgClinicalTrial	Jan-14
UNIPROT:P11217	UniProtKB ID	hgnc:9726	PYGM	TdgClinicalTrial	Jan-14
UNIPROT:P08311	UniProtKB ID	hgnc:2532	CTSG	TdgClinicalTrial	Jan-14
UNIPROT:Q9H3N8	UniProtKB ID	hgnc:17383	HRH4	TdgClinicalTrial	Jan-14
ACTA1	Gene Symbol	hgnc:129	ACTA1	HGNC	20240408
F3	Gene Symbol	hgnc:3541	F3	HGNC	20240408
F3	Gene Symbol	hgnc:3541	F3	NCBI	20240410
F3	Gene Symbol	hgnc:3541	F3	Ensembl	111
UNIPROT:P17326	UniProtKB ID	hgnc:3541	F3	TdgClinicalTrial	Jan-14
SCN8A	Gene Symbol	hgnc:10596	SCN8A	HGNC	20240408
SCN8A	Gene Symbol	hgnc:10596	SCN8A	Ensembl	111
SCN8A	Gene Symbol	hgnc:10596	SCN8A	NCBI	20240410
UNIPROT:Q08752	UniProtKB ID	hgnc:9257	PPID	TdgClinicalTrial	Jan-14
UNIPROT:Q9HAB3	UniProtKB ID	hgnc:30224	SLC52A2	TdgClinicalTrial	Jan-14
UNIPROT:P13639	UniProtKB ID	hgnc:3214	EEF2	TdgClinicalTrial	Jan-14
RAMP2	Gene Symbol	hgnc:9844	RAMP2	HGNC	20240408
RAMP2	Gene Symbol	hgnc:9844	RAMP2	NCBI	20240410
RAMP2	Gene Symbol	hgnc:9844	RAMP2	Ensembl	111
UNIPROT:O75888	UniProtKB ID	hgnc:11928	TNFSF13	TdgClinicalTrial	Jan-14
CSF3	Gene Symbol	hgnc:2438	CSF3	HGNC	20240408
CSF3	Gene Symbol	hgnc:2438	CSF3	NCBI	20240410
CSF3	Gene Symbol	hgnc:2438	CSF3	Ensembl	111
UNIPROT:P20815	UniProtKB ID	hgnc:2638	CYP3A5	TdgClinicalTrial	Jan-14
UNIPROT:Q03167	UniProtKB ID	hgnc:11774	TGFBR3	TdgClinicalTrial	Jan-14
PKM	Gene Symbol	hgnc:9021	PKM	HGNC	20240408
PKM	Gene Symbol	hgnc:9021	PKM	Ensembl	111
PKM	Gene Symbol	hgnc:9021	PKM	NCBI	20240410
UNIPROT:P38435	UniProtKB ID	hgnc:4247	GGCX	TdgClinicalTrial	Jan-14
UNIPROT:P17813	UniProtKB ID	hgnc:3349	ENG	TdgClinicalTrial	Jan-14
UNIPROT:P05121	UniProtKB ID	hgnc:8583	SERPINE1	TdgClinicalTrial	Jan-14
DKC1	Gene Symbol	hgnc:2890	DKC1	HGNC	20240408
DKC1	Gene Symbol	hgnc:2890	DKC1	Ensembl	111
DKC1	Gene Symbol	hgnc:2890	DKC1	NCBI	20240410
TEP1	Gene Symbol	hgnc:11726	TEP1	HGNC	20240408
TEP1	Gene Symbol	hgnc:11726	TEP1	Ensembl	111
TEP1	Gene Symbol	hgnc:11726	TEP1	NCBI	20240410
UNIPROT:P45954	UniProtKB ID	hgnc:91	ACADSB	TdgClinicalTrial	Jan-14
IL17B	Gene Symbol	hgnc:5982	IL17B	HGNC	20240408
IL17B	Gene Symbol	hgnc:5982	IL17B	NCBI	20240410
IL17B	Gene Symbol	hgnc:5982	IL17B	Ensembl	111
UNIPROT:Q9UHF5	UniProtKB ID	hgnc:5982	IL17B	TdgClinicalTrial	Jan-14
PCNA	Gene Symbol	hgnc:8729	PCNA	HGNC	20240408
PCNA	Gene Symbol	hgnc:8729	PCNA	Ensembl	111
PCNA	Gene Symbol	hgnc:8729	PCNA	NCBI	20240410
UNIPROT:Q08209	UniProtKB ID	hgnc:9314	PPP3CA	TdgClinicalTrial	Jan-14
SEMA4D	Gene Symbol	hgnc:10732	SEMA4D	HGNC	20240408
SEMA4D	Gene Symbol	hgnc:10732	SEMA4D	NCBI	20240410
SEMA4D	Gene Symbol	hgnc:10732	SEMA4D	Ensembl	111
UNIPROT:O14733	UniProtKB ID	hgnc:6847	MAP2K7	TdgClinicalTrial	Jan-14
GYPB	Gene Symbol	hgnc:4703	GYPB	HGNC	20240408
GYPB	Gene Symbol	hgnc:4703	GYPB	Ensembl	111
GYPB	Gene Symbol	hgnc:4703	GYPB	NCBI	20240410
UNIPROT:P10398	UniProtKB ID	hgnc:646	ARAF	TdgClinicalTrial	Jan-14
RTN4RL1	Gene Symbol	hgnc:21329	RTN4RL1	NCBI	20240410
PTMA	Gene Symbol	hgnc:9623	PTMA	HGNC	20240408
PTMA	Gene Symbol	hgnc:9623	PTMA	NCBI	20240410
PTMA	Gene Symbol	hgnc:9623	PTMA	Ensembl	111
UNIPROT:P06454	UniProtKB ID	hgnc:9623	PTMA	TdgClinicalTrial	Jan-14
UNIPROT:O43570	UniProtKB ID	hgnc:1371	CA12	TdgClinicalTrial	Jan-14
UNIPROT:Q9H2X9	UniProtKB ID	hgnc:13818	SLC12A5	TdgClinicalTrial	Jan-14
UNIPROT:Q01718	UniProtKB ID	hgnc:6930	MC2R	TdgClinicalTrial	Jan-14
UNIPROT:P05091	UniProtKB ID	hgnc:404	ALDH2	TdgClinicalTrial	Jan-14
UNIPROT:O95069	UniProtKB ID	hgnc:6277	KCNK2	TdgClinicalTrial	Jan-14
UNIPROT:Q13946	UniProtKB ID	hgnc:8791	PDE7A	TdgClinicalTrial	Jan-14
UNIPROT:Q9UGM1	UniProtKB ID	hgnc:14079	CHRNA9	TdgClinicalTrial	Jan-14
UNIPROT:P16473	UniProtKB ID	hgnc:12373	TSHR	TdgClinicalTrial	Jan-14
UNIPROT:P15538	UniProtKB ID	hgnc:2591	CYP11B1	TEND	1-Aug-11
UNIPROT:P80404	UniProtKB ID	hgnc:23	ABAT	TEND	1-Aug-11
UNIPROT:P42684	UniProtKB ID	hgnc:77	ABL2	TEND	1-Aug-11
UNIPROT:P00326	UniProtKB ID	hgnc:251	ADH1C	TEND	1-Aug-11
UNIPROT:P35368	UniProtKB ID	hgnc:278	ADRA1B	TEND	1-Aug-11
UNIPROT:P07550	UniProtKB ID	hgnc:286	ADRB2	TEND	1-Aug-11
UNIPROT:P51164	UniProtKB ID	hgnc:820	ATP4B	TEND	1-Aug-11
UNIPROT:P10415	UniProtKB ID	hgnc:990	BCL2	TEND	1-Aug-11
UNIPROT:P01031	UniProtKB ID	hgnc:1331	C5	TEND	1-Aug-11
UNIPROT:P10826	UniProtKB ID	hgnc:9865	RARB	TEND	1-Aug-11
UNIPROT:P54289	UniProtKB ID	hgnc:1399	CACNA2D1	TEND	1-Aug-11
UNIPROT:P18505	UniProtKB ID	hgnc:4081	GABRB1	TEND	1-Aug-11
UNIPROT:P31644	UniProtKB ID	hgnc:4079	GABRA5	TEND	1-Aug-11
UNIPROT:Q8N1C3	UniProtKB ID	hgnc:4086	GABRG1	TEND	1-Aug-11
UNIPROT:Q99928	UniProtKB ID	hgnc:4088	GABRG3	TEND	1-Aug-11
UNIPROT:P35372	UniProtKB ID	hgnc:8156	OPRM1	TEND	1-Aug-11
UNIPROT:P13688	UniProtKB ID	hgnc:1814	CEACAM1	TEND	1-Aug-11
CHD1	Gene Symbol	hgnc:1915	CHD1	HGNC	20240408
CHD1	Gene Symbol	hgnc:1915	CHD1	NCBI	20240410
CHD1	Gene Symbol	hgnc:1915	CHD1	Ensembl	111
UNIPROT:P08172	UniProtKB ID	hgnc:1951	CHRM2	TEND	1-Aug-11
UNIPROT:P36544	UniProtKB ID	hgnc:1960	CHRNA7	TEND	1-Aug-11
UNIPROT:P34972	UniProtKB ID	hgnc:2160	CNR2	TEND	1-Aug-11
UNIPROT:P23786	UniProtKB ID	hgnc:2330	CPT2	TEND	1-Aug-11
UNIPROT:Q02127	UniProtKB ID	hgnc:2867	DHODH	TEND	1-Aug-11
UNIPROT:P01589	UniProtKB ID	hgnc:6008	IL2RA	TEND	1-Aug-11
CALY	Gene Symbol	hgnc:17938	CALY	HGNC	20240408
CALY	Gene Symbol	hgnc:17938	CALY	NCBI	20240410
