nct_id,drug_name_raw,drug_name_normalized
NCT05241340,Sasanlimab,SASANLIMAB
NCT04595747,Rogaratinib,ROGARATINIB
NCT07226999,Atezolizumab,ATEZOLIZUMAB
NCT03333616,Ipilimumab,IPILIMUMAB
NCT03333616,Nivolumab,NIVOLUMAB
NCT05929664,Cemiplimab,CEMIPLIMAB
NCT05929664,Fianlimab,FIANLIMAB
NCT05843253,Ribociclib,RIBOCICLIB
NCT05843253,Everolimus,EVEROLIMUS
NCT05843253,Temozolomide (TMZ),TEMOZOLOMIDE
NCT03934372,Ponatinib,PONATINIB
NCT06102395,Pembrolizumab,PEMBROLIZUMAB
NCT06102395,Cisplatin,CISPLATIN
NCT06102395,Carboplatin,CARBOPLATIN
NCT06102395,Nab paclitaxel,NAB-PACLITAXEL
NCT06102395,Liposomal paclitaxel,PACLITAXEL
NCT06102395,Fluorouracil,FLUOROURACIL
NCT06991101,Ruxolitinib,RUXOLITINIB
NCT06991101,Temozolomide,TEMOZOLOMIDE
NCT03067181,Bleomycin Sulfate,BLEOMYCIN SULFATE
NCT03067181,Carboplatin,CARBOPLATIN
NCT03067181,Cisplatin,CISPLATIN
NCT03067181,Etoposide,ETOPOSIDE
NCT06624371,Atovaquone,ATOVAQUONE
NCT04602377,Pembrolizumab 25 MG/ML [Keytruda],PEMBROLIZUMAB
NCT05588648,Vactosertib,VACTOSERTIB
NCT06160843,"Pembrolizumab IV infusion Q3W, with daily oral Olaparib.",PEMBROLIZUMAB
NCT06160843,"Pembrolizumab IV infusion Q3W, with daily oral Olaparib.",OLAPARIB
NCT06169124,Darolutamide,DAROLUTAMIDE
NCT06169124,Exemestane,EXEMESTANE
NCT06169124,Leuprolide Acetate,LEUPROLIDE ACETATE
NCT05184842,Venetoclax,VENETOCLAX
NCT05184842,Decitabine,DECITABINE
NCT05119296,Pembrolizumab (Keytruda),PEMBROLIZUMAB
NCT07226752,Epcoritamab,EPCORITAMAB
NCT05029726,"Bupivacaine-Epinephrine 0.25%-1:200,000 Injectable Solution plus clonidine",BUPIVACAINE HYDROCHLORIDE
NCT05029726,"Bupivacaine-Epinephrine 0.25%-1:200,000 Injectable Solution plus clonidine",EPINEPHRINE
NCT05029726,"Bupivacaine-Epinephrine 0.25%-1:200,000 Injectable Solution plus clonidine",CLONIDINE HYDROCHLORIDE
NCT05029726,normal saline,NORMAL SALINE
NCT02582697,Bleomycin (active name: Bleomycin Sulfate),BLEOMYCIN
NCT02582697,Etoposide,ETOPOSIDE
NCT02582697,Cisplatin,CISPLATIN
NCT06554561,Pomalidomide,POMALIDOMIDE
NCT06554561,Rituximab,RITUXIMAB
NCT06554561,Methotrexate,METHOTREXATE
NCT06252870,Methotrexate,METHOTREXATE
NCT06252870,Post-Transplant Cyclophosphamide,CYCLOPHOSPHAMIDE
NCT06252870,Fludarabine,FLUDARABINE
NCT06252870,Clofarabine,CLOFARABINE
NCT06252870,Thiotepa,THIOTEPA
NCT06252870,Busulfan,BUSULFAN
NCT04831320,nab-paclitaxel,NAB-PACLITAXEL
NCT04831320,Nivolumab,NIVOLUMAB
NCT04287868,NHS-IL12,IL-12
NCT03114527,Ribociclib,RIBOCICLIB
NCT03114527,Everolimus,EVEROLIMUS
NCT05458297,Nemtabrutinib,NEMTABRUTINIB
NCT05981703,Tislelizumab,TISLELIZUMAB
NCT06930794,Vebreltinib combined with platinum-based doublet chemotherapy.,VEBRELTINIB
NCT06930794,Vebreltinib combined with platinum-based doublet chemotherapy.,PLATINUM
NCT02546661,AZD4547,AZD-4547
NCT02546661,Olaparib,OLAPARIB
NCT02546661,Vistusertib,VISTUSERTIB
NCT02546661,Selumetinib,SELUMETINIB
NCT06751589,Tirzepatide,TIRZEPATIDE
NCT06584123,18F-Fluoro-ethyl-tyrosine (FET) PET,TYROSINE
NCT04176718,Carfilzomib,CARFILZOMIB
NCT04176718,Pomalidomide,POMALIDOMIDE
NCT04176718,Dexamethasone,DEXAMETHASONE
NCT03843359,Dostarlimab,DOSTARLIMAB
NCT07022197,BAFF-R CART,BAFF
NCT06387121,Vincristine,VINCRISTINE
NCT06387121,Cyclophosphamide,CYCLOPHOSPHAMIDE
NCT06387121,Dexamethasone,DEXAMETHASONE
NCT06387121,Venetoclax,VENETOCLAX
NCT06387121,Inotuzumab ozogamicin,INOTUZUMAB OZOGAMICIN
NCT06387121,Blinatumomab,BLINATUMOMAB
NCT06387121,6-mercaptopurine,MERCAPTOPURINE
NCT06387121,Methotrexate,METHOTREXATE
NCT06387121,Cytarabine,CYTARABINE
NCT06387121,Prednisone,PREDNISONE
NCT07040098,Sintilimab,SINTILIMAB
NCT06908993,Tepotinib,TEPOTINIB
NCT06908993,Vinorelbine,VINORELBINE
NCT06908993,Gemcitabine alone,GEMCITABINE
NCT06908993,Paclitaxel,PACLITAXEL
NCT06908993,Pembrolizumab,PEMBROLIZUMAB
NCT06908993,Nivolumab,NIVOLUMAB
NCT06908993,Atezolizumab,ATEZOLIZUMAB
NCT02647385,Block with lidocaine for SAM and PEC I block,LIDOCAINE
NCT04699838,Cisplatin,CISPLATIN
NCT04699838,Carboplatin,CARBOPLATIN
NCT04699838,Etoposide,ETOPOSIDE
NCT04699838,Durvalumab,DURVALUMAB
NCT04699838,Ceralasertib,CERALASERTIB
NCT03399799,Talquetamab,TALQUETAMAB
NCT07405151,Rescue Medication,MEDICATION
NCT07043894,Romiplostim N01,ROMIPLOSTIM
NCT04458922,Atezolizumab,ATEZOLIZUMAB
NCT04728893,Nemtabrutinib,NEMTABRUTINIB
NCT02125786,^1^1C-methionine,METHIONINE
NCT05294172,Gemcitabine,GEMCITABINE
NCT05294172,Cisplatin,CISPLATIN
NCT05541822,Vabametkib,VABAMETKIB
NCT05541822,Lazertinib,LAZERTINIB
NCT06158828,Busulfan,BUSULFAN
NCT06158828,Fludarabine,FLUDARABINE
NCT06158828,Thiotepa,THIOTEPA
NCT06158828,Melphalan,MELPHALAN
NCT06158828,Plerixafor,PLERIXAFOR
NCT03610971,Ruxolitinib,RUXOLITINIB
NCT03610971,BCR-ABL Tyrosine Kinase Inhibitor (TKI),TYROSINE
NCT03816163,zolbetuximab,ZOLBETUXIMAB
NCT03816163,nab-paclitaxel,NAB-PACLITAXEL
NCT03816163,gemcitabine,GEMCITABINE
NCT05208047,CGT9486 plus sunitinib,SUNITINIB
NCT05208047,Midazolam,MIDAZOLAM HYDROCHLORIDE
NCT05633667,Zimberelimab (ZIM),ZIMBERELIMAB
NCT05633667,Domvanalimab (DOM),DOMVANALIMAB
NCT05633667,Etrumadenant (ETRUMA),ETRUMADENANT
NCT05633667,Carboplatin,CARBOPLATIN
NCT05633667,Cisplatin,CISPLATIN
NCT05633667,Paclitaxel,PACLITAXEL
NCT05633667,Nab-paclitaxel,NAB-PACLITAXEL
NCT05633667,Nivolumab,NIVOLUMAB
NCT06127407,Ivosidenib 500mg,IVOSIDENIB
NCT01419067,^1^1C-methionine,METHIONINE
NCT04590963,Monalizumab,MONALIZUMAB
NCT04590963,Cetuximab,CETUXIMAB
NCT02867592,Cabozantinib S-malate,CABOZANTINIB S-MALATE
NCT04871412,Green Tea Extract,GREEN TEA EXTRACT
NCT04947319,Tirabrutinib,TIRABRUTINIB
NCT06574009,Medication optimization,MEDICATION
NCT06574009,Buprenorphine rotation,BUPRENORPHINE
NCT01174121,Pembrolizumab (Keytruda),PEMBROLIZUMAB
NCT01174121,Fludarabine,FLUDARABINE
NCT01174121,Cyclophosphamide,CYCLOPHOSPHAMIDE
NCT01174121,Aldesleukin,ALDESLEUKIN
NCT06510361,Epcoritamab,EPCORITAMAB
NCT06782685,Irinotecan liposoma,IRINOTECAN HYDROCHLORIDE
NCT06782685,oxaliplatin,OXALIPLATIN
NCT06562543,Fruquintinib,FRUQUINTINIB
NCT05691478,Cabozantinib S-malate,CABOZANTINIB S-MALATE
NCT05691478,Cisplatin,CISPLATIN
NCT05691478,Doxorubicin Hydrochloride,DOXORUBICIN HYDROCHLORIDE
NCT05691478,Methotrexate,METHOTREXATE
NCT05891821,Balstilimab,BALSTILIMAB
NCT06576635,Paclitaxel,PACLITAXEL
NCT06576635,Gemcitabine,GEMCITABINE
NCT06576635,Vinorelbine,VINORELBINE
NCT03066843,Blue light therapy,LIGHT
NCT04269902,Obinutuzumab,OBINUTUZUMAB
NCT04269902,Venetoclax,VENETOCLAX
NCT03286530,Ruxolitinib,RUXOLITINIB
NCT04282044,Fludarabine,FLUDARABINE
NCT04282044,Cyclophosphamide,CYCLOPHOSPHAMIDE
NCT04015700,Personalized neoantigen DNA vaccine supplied by Geneos Therapeutics,VACCINE
NCT05632328,Gemcitabine,GEMCITABINE
NCT05632328,Nab-paclitaxel,NAB-PACLITAXEL
NCT05854498,Liposomal irinotecan,IRINOTECAN HYDROCHLORIDE
NCT05854498,TAS102,TAS-102
NCT05393791,Abiraterone acetate,ABIRATERONE ACETATE
NCT05393791,Enzalutamide,ENZALUTAMIDE
NCT07048249,Romiplostim (AMG-531),ROMIPLOSTIM
NCT00352534,Dactinomycin,DACTINOMYCIN
NCT00352534,Doxorubicin Hydrochloride,DOXORUBICIN HYDROCHLORIDE
NCT00352534,Vincristine Sulfate,VINCRISTINE SULFATE
NCT07128355,Balstilimab,BALSTILIMAB
NCT05210413,Spartalizumab in Pediatric cohort,SPARTALIZUMAB
NCT05210413,Low-dose Pazopanib in Pediatric Cohort,PAZOPANIB
NCT03233854,Cyclophosphamide,CYCLOPHOSPHAMIDE
NCT03233854,Fludarabine Phosphate,FLUDARABINE
NCT06902246,Regorafenib,REGORAFENIB
NCT05783596,Obinutuzumab,OBINUTUZUMAB
NCT05783596,Glofitamab,GLOFITAMAB
NCT06780137,Durvalumab,DURVALUMAB
NCT06712927,Ipilimumab,IPILIMUMAB
NCT06712927,Nivolumab + Relatlimab FDC,NIVOLUMAB
NCT06712927,Nivolumab + Relatlimab FDC,RELATLIMAB
NCT03478488,KN035 plus Gemcitabine & oxaliplatin,GEMCITABINE
NCT03478488,KN035 plus Gemcitabine & oxaliplatin,OXALIPLATIN
NCT04716946,Durvalumab,DURVALUMAB
NCT07128680,Ipilimumab,IPILIMUMAB
NCT07128680,Nivolumab,NIVOLUMAB
NCT04785196,APG-115,APG115
NCT04785196,Toripalimab,TORIPALIMAB
NCT05043090,savolitinib,SAVOLITINIB
NCT05043090,durvalumab,DURVALUMAB
NCT05043090,sunitinib,SUNITINIB
NCT06100497,Pembrolizumab,PEMBROLIZUMAB
NCT06100497,Cisplatin,CISPLATIN
NCT06100497,Paclitaxel-albumin,PACLITAXEL
NCT05696782,Durvalumab,DURVALUMAB
NCT05650723,Zanubrutinib Pill,ZANUBRUTINIB
NCT05650723,Venetoclax Pill,VENETOCLAX
NCT05650723,Obinutuzumab Injection,OBINUTUZUMAB
NCT06353386,Olaparib,OLAPARIB
NCT06353386,Cabazitaxel,CABAZITAXEL
NCT06353386,Fludrocortisone acetate,FLUDROCORTISONE ACETATE
NCT06353386,Dexamethasone,DEXAMETHASONE
NCT06353386,Prednisone,PREDNISONE
NCT06626516,Tebentafusp-Tebn,TEBENTAFUSP
NCT06626516,GM-CSF (Sargramostim),SARGRAMOSTIM
NCT06445257,zanubrutinib 160 mg BID orally,ZANUBRUTINIB
NCT05969171,"Surufatinib, gemcitabine, nab-paclitaxel",GEMCITABINE
NCT05969171,"Surufatinib, gemcitabine, nab-paclitaxel",PACLITAXEL
NCT05563467,Pembrolizumab 25 MG/ML [Keytruda],PEMBROLIZUMAB
NCT03462719,Ibrutinib,IBRUTINIB
NCT03462719,Venetoclax,VENETOCLAX
NCT03462719,Chlorambucil,CHLORAMBUCIL
NCT03462719,Obinutuzumab,OBINUTUZUMAB
NCT07222566,Pembrolizumab,PEMBROLIZUMAB
NCT05488366,Pembrolizumab,PEMBROLIZUMAB
NCT06550895,Talquetamab,TALQUETAMAB
NCT04104672,Zimberelimab,ZIMBERELIMAB
NCT04104672,Nab-paclitaxel,NAB-PACLITAXEL
NCT04104672,Gemcitabine,GEMCITABINE
NCT06687772,Thiotepa,THIOTEPA
NCT06687772,Carmustine,CARMUSTINE
NCT06369155,Azenosertib,AZENOSERTIB
NCT06578052,Irinotecan liposome Capecitabine,IRINOTECAN HYDROCHLORIDE
NCT06578052,Irinotecan liposome Capecitabine,CAPECITABINE
NCT06487221,Avutometinib,AVUTOMETINIB
NCT06487221,Defactinib,DEFACTINIB
NCT07166406,Atezolizumab,ATEZOLIZUMAB
NCT07166406,Durvalumab,DURVALUMAB
NCT07166406,Ipilimumab,IPILIMUMAB
NCT07166406,Nivolumab,NIVOLUMAB
NCT07166406,Tremelimumab,TREMELIMUMAB
NCT04794699,Sacituzumab govitecan,SACITUZUMAB GOVITECAN
NCT05673200,Decitabine and Cedazuridine,DECITABINE AND CEDAZURIDINE
NCT05673200,Paclitaxel,PACLITAXEL
NCT05673200,Pembrolizumab,PEMBROLIZUMAB
NCT03937544,Cyclophosphamide,CYCLOPHOSPHAMIDE
NCT03937544,Fludarabine,FLUDARABINE
NCT06532799,Fludarabine,FLUDARABINE
NCT06532799,Pembrolizumab,PEMBROLIZUMAB
NCT04981912,HDMP + rituximab as a means of debulking prior to initiating venetoclax.,RITUXIMAB
NCT04981912,HDMP + rituximab as a means of debulking prior to initiating venetoclax.,VENETOCLAX
NCT06465199,Eflornithine (DFMO),EFLORNITHINE
NCT07343934,huCART19-IL18-eDHFR cells,IL-18
NCT07343934,[18F]Fluoropropyl-Trimethoprim,TRIMETHOPRIM HYDROCHLORIDE
NCT06129734,Venetoclax,VENETOCLAX
NCT06129734,Decitabine,DECITABINE
NCT07291297,Metformin Hydrochloride ER,METFORMIN
NCT05176002,Camrelizumab,CAMRELIZUMAB
NCT02446444,Enzalutamide,ENZALUTAMIDE
NCT03091192,Savolitinib,SAVOLITINIB
NCT03091192,Sunitinib,SUNITINIB
NCT05400109,Fludarabine,FLUDARABINE
NCT05400109,Cyclophosphamide,CYCLOPHOSPHAMIDE
NCT06099769,Enzalutamide,ENZALUTAMIDE
NCT06099769,Mifepristone,MIFEPRISTONE
NCT06577025,Talquetamab,TALQUETAMAB
NCT06577025,Bortezomib,BORTEZOMIB
NCT06577025,Lenalidomide,LENALIDOMIDE
NCT06577025,Dexamethasone,DEXAMETHASONE
NCT06577025,Cyclophosphamide,CYCLOPHOSPHAMIDE
NCT06577025,Fludarabine,FLUDARABINE
NCT06466382,Carboplatin / Paclitaxel Chemotherapy,CARBOPLATIN
NCT06466382,Carboplatin / Paclitaxel Chemotherapy,PACLITAXEL
NCT04884360,Olaparib,OLAPARIB
NCT06422143,Pembrolizumab,PEMBROLIZUMAB
NCT06422143,Carboplatin,CARBOPLATIN
NCT06422143,Paclitaxel,PACLITAXEL
NCT06422143,Nab-paclitaxel,NAB-PACLITAXEL
NCT03021460,Ibrutinib,IBRUTINIB
NCT03021460,Pembrolizumab,PEMBROLIZUMAB
NCT03972488,30 mg Octreotide long acting repeatable (LAR) (Sandostatin LAR Depot),SANDOSTATIN
NCT07493668,Lenvatinib,LENVATINIB
NCT04752813,Temozolomide (TMZ),TEMOZOLOMIDE
NCT05050097,Talquetamab,TALQUETAMAB
NCT05050097,Carfilzomib,CARFILZOMIB
NCT05050097,Lenalidomide,LENALIDOMIDE
NCT05050097,Pomalidomide,POMALIDOMIDE
NCT05400603,"Ex Vivo Expanded Allogeneic γδ T Cells in Combination with Dinutuximab, Temozolomide, Irinotecan and Zoledronate",DINUTUXIMAB
NCT05400603,"Ex Vivo Expanded Allogeneic γδ T Cells in Combination with Dinutuximab, Temozolomide, Irinotecan and Zoledronate",TEMOZOLOMIDE
NCT05400603,"Ex Vivo Expanded Allogeneic γδ T Cells in Combination with Dinutuximab, Temozolomide, Irinotecan and Zoledronate",IRINOTECAN HYDROCHLORIDE
NCT04068610,Durvalumab,DURVALUMAB
NCT04068610,Oleclumab,OLECLUMAB
NCT06935188,Dalpicilib combined with cetuximab,CETUXIMAB
NCT04963283,Nivolumab,NIVOLUMAB
NCT04268550,Selpercatinib,SELPERCATINIB
NCT04879368,Regorafenib,REGORAFENIB
NCT04879368,Nivolumab,NIVOLUMAB
NCT04879368,Paclitaxel,PACLITAXEL
NCT04879368,Irinotecan,IRINOTECAN HYDROCHLORIDE
NCT04879368,Trifluridine/Tipracil,TRIFLURIDINE
NCT03899792,Selpercatinib,SELPERCATINIB
NCT04280081,Selpercatinib,SELPERCATINIB
NCT04207086,Pembrolizumab,PEMBROLIZUMAB
NCT04207086,Lenvatinib,LENVATINIB
NCT05830500,Anlotinib Hydrochloride Capsule,ANLOTINIB
NCT04320888,Selpercatinib,SELPERCATINIB
NCT04819100,Selpercatinib,SELPERCATINIB
NCT04759911,Selpercatinib,SELPERCATINIB
NCT06458036,Selpercatinib Monotherapy,SELPERCATINIB
NCT05668962,Selpercatinib,SELPERCATINIB
NCT05668962,Sodium Iodine I-131,IODINE
NCT05803928,lenvatinib + anti-PD-1 antibodies,LENVATINIB
NCT07286240,QL1706 plus chemotherapy and anlotinib regimen,ANLOTINIB
NCT07449754,Belvarafenib,BELVARAFENIB
NCT07449754,Cobimetinib,COBIMETINIB
NCT06346067,Naporafenib,NAPORAFENIB
NCT06346067,Dacarbazine,DACARBAZINE
NCT06346067,Temozolomide,TEMOZOLOMIDE
NCT06346067,Trametinib,TRAMETINIB
NCT04835805,Belvarafenib,BELVARAFENIB
NCT04835805,Cobimetinib,COBIMETINIB
NCT04835805,Nivolumab,NIVOLUMAB
NCT06970353,Tunlametinib,TUNLAMETINIB
NCT06008106,tunlametinib,TUNLAMETINIB
NCT06008106,"paclitaxel +carboplatin, or temozolomide +cisplatin, or dacarbazine +cisplatin",PACLITAXEL
NCT06008106,"paclitaxel +carboplatin, or temozolomide +cisplatin, or dacarbazine +cisplatin",CARBOPLATIN
NCT06008106,"paclitaxel +carboplatin, or temozolomide +cisplatin, or dacarbazine +cisplatin",TEMOZOLOMIDE
NCT06008106,"paclitaxel +carboplatin, or temozolomide +cisplatin, or dacarbazine +cisplatin",CISPLATIN
NCT06008106,"paclitaxel +carboplatin, or temozolomide +cisplatin, or dacarbazine +cisplatin",DACARBAZINE
NCT04439344,Binimetinib,BINIMETINIB
NCT07445022,tunlametinib,TUNLAMETINIB
NCT05490771,Copanlisib Hydrochloride,COPANLISIB HYDROCHLORIDE
NCT03772561,AZD5363+Olaparib+Durvalumab,OLAPARIB
NCT03772561,AZD5363+Olaparib+Durvalumab,DURVALUMAB
NCT01992952,Fulvestrant,FULVESTRANT
NCT04345913,Copanlisib Hydrochloride,COPANLISIB HYDROCHLORIDE
NCT04345913,Eribulin Mesylate,ERIBULIN MESYLATE
NCT05307705,Fulvestrant,FULVESTRANT
NCT05307705,Imlunestrant,IMLUNESTRANT
NCT05307705,Abemaciclib,ABEMACICLIB
NCT05307705,"Anastrozole, Exemestane, or Letrozole",ANASTROZOLE
NCT05307705,"Anastrozole, Exemestane, or Letrozole",EXEMESTANE
NCT05307705,"Anastrozole, Exemestane, or Letrozole",LETROZOLE
NCT05307705,Paclitaxel,PACLITAXEL
NCT05154487,Alpelisib Pill,ALPELISIB
NCT05154487,Fulvestrant injection,FULVESTRANT
NCT06351371,Erdafitinib,ERDAFITINIB
NCT06496568,Inavolisib,INAVOLISIB
NCT06496568,Atezolizumab,ATEZOLIZUMAB
NCT06496568,Pembrolizumab,PEMBROLIZUMAB
NCT05948943,Alpelisib,ALPELISIB
NCT03006172,Inavolisib,INAVOLISIB
NCT03006172,Fulvestrant,FULVESTRANT
NCT03006172,Letrozole,LETROZOLE
NCT03006172,Palbociclib,PALBOCICLIB
NCT03006172,Metformin,METFORMIN
NCT03006172,Trastuzumab,TRASTUZUMAB
NCT06208410,Fulvestrant injection,FULVESTRANT
NCT06208410,Dalpiciclib Isetionate Tablets,DALPICICLIB
NCT06208410,Toripalimab Injection,TORIPALIMAB
NCT06208410,Paclitaxel for Injection (Albumin Bound),PACLITAXEL
NCT06208410,Pyrotinib Maleate Tablets,PYROTINIB
NCT06208410,Capecitabine Tablets,CAPECITABINE
NCT05950464,BET Bromodomain Inhibitor ZEN-3694,BET BROMODOMAIN INHIBITOR ZEN-3694
NCT05950464,Tuvusertib,TUVUSERTIB
NCT04317105,Copanlisib Hydrochloride,COPANLISIB HYDROCHLORIDE
NCT04317105,Ipilimumab,IPILIMUMAB
NCT04317105,Nivolumab,NIVOLUMAB
NCT06463028,Sapanisertib,SAPANISERTIB
NCT06463028,Serabelisib,SERABELISIB
NCT06463028,Paclitaxel,PACLITAXEL
NCT06308822,Erdafitinib,ERDAFITINIB
NCT06931340,Apalutamide,APALUTAMIDE
NCT04439188,PI3K-beta Inhibitor GSK2636771,GSK-2636771
NCT05498896,Atezolizumab,ATEZOLIZUMAB
NCT05498896,Ipatasertib,IPATASERTIB
NCT05498896,Paclitaxel,PACLITAXEL
NCT05498896,Doxorubicin,DOXORUBICIN HYDROCHLORIDE
NCT05498896,Cyclophosphamide,CYCLOPHOSPHAMIDE
NCT05563558,Pembrolizumab,PEMBROLIZUMAB
NCT05563558,Carboplatin,CARBOPLATIN
NCT05563558,Cabazitaxel,CABAZITAXEL
NCT05172245,Cisplatin,CISPLATIN
NCT05172245,Ipatasertib,IPATASERTIB
NCT06360588,Copanlisib,COPANLISIB
NCT04576104,Extended Release Metformin Hydrochloride,METFORMIN
NCT04576104,Megestrol Acetate,MEGESTROL ACETATE
NCT05057013,HMBD-001 and enzalutamide,ENZALUTAMIDE
NCT06400238,Copanlisib,COPANLISIB
NCT05348577,capivasertib,CAPIVASERTIB
NCT04042831,Olaparib,OLAPARIB
NCT03080116,Degarelix,DEGARELIX
NCT04439149,PI3K-beta Inhibitor GSK2636771,GSK-2636771
NCT01141309,sorafenib with everolimus,SORAFENIB
NCT01141309,sorafenib with everolimus,EVEROLIMUS
NCT03131908,GSK2636771,GSK-2636771
NCT03131908,Pembrolizumab,PEMBROLIZUMAB
NCT04643379,Olaparib,OLAPARIB
NCT04643379,Pembrolizumab,PEMBROLIZUMAB
NCT04643379,Carboplatin,CARBOPLATIN
NCT05538897,Ipatasertib,IPATASERTIB
NCT05538897,Megestrol Acetate,MEGESTROL ACETATE
NCT06972602,Topotecan,TOPOTECAN HYDROCHLORIDE
NCT05593497,Capivasertib,CAPIVASERTIB
NCT05593497,abiraterone acetate,ABIRATERONE ACETATE
NCT03673787,ipatasertib,IPATASERTIB
NCT03673787,Atezolizumab,ATEZOLIZUMAB
NCT06029998,Bortezomib,BORTEZOMIB
NCT02015117,Trametinib,TRAMETINIB
NCT04090736,Pevonedistat,PEVONEDISTAT
NCT04090736,Azacitidine,AZACITIDINE
NCT07304011,Azacitidine,AZACITIDINE
NCT07304011,Olutasidenib,OLUTASIDENIB
NCT05401097,Azacitidine,AZACITIDINE
NCT05401097,Enasidenib,ENASIDENIB
NCT05401097,Ivosidenib,IVOSIDENIB
NCT05401097,Venetoclax,VENETOCLAX
NCT03953898,Olaparib,OLAPARIB
NCT07032727,Olutasidenib,OLUTASIDENIB
NCT07032727,Cladribine (CLAD),CLADRIBINE
NCT07032727,Venetoclax,VENETOCLAX
NCT07032727,Gilteritinib,GILTERITINIB
NCT07032727,Ruxolitinib,RUXOLITINIB
NCT07032727,Cytarabine,CYTARABINE
NCT05052957,O6-benzylguanine,O6-BENZYLGUANINE
NCT05052957,temozolomide,TEMOZOLOMIDE
NCT05052957,carmustine,CARMUSTINE
NCT04250051,Cytarabine,CYTARABINE
NCT04250051,Fludarabine,FLUDARABINE
NCT04250051,Ivosidenib,IVOSIDENIB
NCT04458272,DS-1001b,DS-1001B
NCT07486713,Olutasidenib,OLUTASIDENIB
NCT03718767,Nivolumab,NIVOLUMAB
NCT04493164,Ivosidenib,IVOSIDENIB
NCT04493164,Liposome-encapsulated Daunorubicin-Cytarabine,DAUNORUBICIN HYDROCHLORIDE
NCT04493164,Liposome-encapsulated Daunorubicin-Cytarabine,CYTARABINE HYDROCHLORIDE
NCT07130695,Olutasidenib Investigational Agent Administration,OLUTASIDENIB
NCT03030066,DS-1001b,DS-1001B
NCT04603001,LY3410738,LY3410738
NCT04603001,Venetoclax,VENETOCLAX
NCT04603001,Azacitidine,AZACITIDINE
NCT05564390,Azacitidine,AZACITIDINE
NCT05564390,Busulfan,BUSULFAN
NCT05564390,Cytarabine,CYTARABINE
NCT05564390,Daunorubicin Hydrochloride,DAUNORUBICIN HYDROCHLORIDE
NCT05564390,Decitabine and Cedazuridine,DECITABINE AND CEDAZURIDINE
NCT05564390,Emavusertib,EMAVUSERTIB
NCT05564390,Enasidenib,ENASIDENIB
NCT05564390,Epoetin Alfa,EPOETIN ALFA
NCT05564390,Fludarabine,FLUDARABINE
NCT05564390,Gemtuzumab Ozogamicin,GEMTUZUMAB OZOGAMICIN
NCT05564390,Gilteritinib,GILTERITINIB
NCT05564390,Liposome-encapsulated Daunorubicin-Cytarabine,CYTARABINE HYDROCHLORIDE
NCT05564390,Melphalan,MELPHALAN
NCT05564390,Olutasidenib,OLUTASIDENIB
NCT05564390,Venetoclax,VENETOCLAX
NCT05756777,Gilteritinib,GILTERITINIB
NCT05756777,Ivosidenib,IVOSIDENIB
NCT05756777,Enasidenib,ENASIDENIB
NCT06478212,Vorasidenib,VORASIDENIB
NCT06478212,Temozolomide (TMZ),TEMOZOLOMIDE
NCT03212274,Olaparib,OLAPARIB
NCT07075016,Venetoclax 400,VENETOCLAX
NCT05588141,Zotiraciclib,ZOTIRACICLIB
NCT02704858,Perillyl alcohol,PERILLYL ALCOHOL
NCT06744556,daunorubicin,DAUNORUBICIN HYDROCHLORIDE
NCT06744556,Venetoclax,VENETOCLAX
NCT06744556,cytarabine,CYTARABINE
NCT06744556,azacitidine,AZACITIDINE
NCT06744556,Idarubicin,IDARUBICIN
NCT06566742,Olutasidenib,OLUTASIDENIB
NCT04521686,LY3410738,LY3410738
NCT04521686,Gemcitabine,GEMCITABINE
NCT04521686,Cisplatin,CISPLATIN
NCT04521686,Durvalumab,DURVALUMAB
NCT03878095,Ceralasertib,CERALASERTIB
NCT03878095,Olaparib,OLAPARIB
NCT06265545,"Ivosidenib,Venetoclax,gilteritinib,Selinexor",IVOSIDENIB
NCT06265545,"Ivosidenib,Venetoclax,gilteritinib,Selinexor",VENETOCLAX
NCT06265545,"Ivosidenib,Venetoclax,gilteritinib,Selinexor",GILTERITINIB
NCT06265545,"Ivosidenib,Venetoclax,gilteritinib,Selinexor",SELINEXOR
NCT02632708,cytarabine,CYTARABINE
NCT02632708,daunorubicin,DAUNORUBICIN HYDROCHLORIDE
NCT02632708,idarubicin,IDARUBICIN
NCT02632708,mitoxantrone,MITOXANTRONE
NCT02632708,etoposide,ETOPOSIDE
NCT04774393,Decitabine and Cedazuridine,DECITABINE AND CEDAZURIDINE
NCT04774393,Enasidenib,ENASIDENIB
NCT04774393,Ivosidenib,IVOSIDENIB
NCT04774393,Venetoclax,VENETOCLAX
NCT06717958,Ivosidenib 250 MG (milligram),IVOSIDENIB
NCT05076513,Niraparib,NIRAPARIB
NCT05609994,PEPIDH1M vaccine + vorasidenib,VACCINE
NCT05609994,PEPIDH1M vaccine + vorasidenib,VORASIDENIB
NCT05406700,Niraparib,NIRAPARIB
NCT05303519,safusidenib,SAFUSIDENIB
NCT06666712,Topotecan,TOPOTECAN HYDROCHLORIDE
NCT07548710,Ivosidenib,IVOSIDENIB
NCT07548710,Gilteritinib,GILTERITINIB
NCT07548710,Azacitidine (AZA),AZACITIDINE
NCT07392242,Ivosidenib,IVOSIDENIB
NCT07392242,Azacitidine,AZACITIDINE
NCT07392242,Venetoclax,VENETOCLAX
NCT07007949,Ivosidenib combined with venetoclax and azacitidine,IVOSIDENIB
NCT07007949,Ivosidenib combined with venetoclax and azacitidine,VENETOCLAX
