drug_claim_name,nomenclature,concept_id,drug_name,approved,immunotherapy,anti_neoplastic,source_db_name,source_db_version,fda_approval_year,biomarker,drug_class,mechanism
Indoleacetic acid,Primary Name,drugbank:DB07950,INDOLEACETIC ACID,False,False,False,DrugBank,5.1.12,,,,
N-[1H-INDOL-3-YL-ACETYL]GLYCINE ACID,Primary Name,drugbank:DB07952,N-[1H-INDOL-3-YL-ACETYL]GLYCINE ACID,False,False,False,DrugBank,5.1.12,,,,
3-isobutyl-1-methyl-7H-xanthine,Primary Name,drugbank:DB07954,3-ISOBUTYL-1-METHYL-7H-XANTHINE,False,False,False,DrugBank,5.1.12,,,,
octyl beta-D-galactopyranoside,Primary Name,drugbank:DB07924,OCTYL BETA-D-GALACTOPYRANOSIDE,False,False,False,DrugBank,5.1.12,,,,
N-(2-OXOTETRAHYDROFURAN-3-YL)OCTANAMIDE,Primary Name,drugbank:DB07928,N-(2-OXOTETRAHYDROFURAN-3-YL)OCTANAMIDE,False,False,False,DrugBank,5.1.12,,,,
"dimethyl (1R,4S)-5,6-bis(4-hydroxyphenyl)-7-oxabicyclo[2.2.1]hepta-2,5-diene-2,3-dicarboxylate",Primary Name,drugbank:DB07932,"DIMETHYL (1R,4S)-5,6-BIS(4-HYDROXYPHENYL)-7-OXABICYCLO[2.2.1]HEPTA-2,5-DIENE-2,3-DICARBOXYLATE",False,False,False,DrugBank,5.1.12,,,,
N-[1H-INDOL-3-YL-ACETYL]VALINE ACID,Primary Name,drugbank:DB07953,N-[1H-INDOL-3-YL-ACETYL]VALINE ACID,False,False,False,DrugBank,5.1.12,,,,
N-(1-ISOPROPYLPIPERIDIN-4-YL)-1-(3-METHOXYBENZYL)-1H-INDOLE-2-CARBOXAMIDE,Primary Name,drugbank:DB07973,N-(1-ISOPROPYLPIPERIDIN-4-YL)-1-(3-METHOXYBENZYL)-1H-INDOLE-2-CARBOXAMIDE,False,False,False,DrugBank,5.1.12,,,,
"5-ACETAMIDO-5,6-DIHYDRO-4-HYDROXY-6-ISOBUTOXY-4H-PYRAN-2-CARBOXYLIC ACID",Primary Name,drugbank:DB07960,"5-ACETAMIDO-5,6-DIHYDRO-4-HYDROXY-6-ISOBUTOXY-4H-PYRAN-2-CARBOXYLIC ACID",False,False,False,DrugBank,5.1.12,,,,
"1-(4-Cyano-phenyl)-3-[2-(2,6-dichloro-phenyl)-1-imino-ethyl]-thiourea",Primary Name,drugbank:DB07961,"1-(4-CYANO-PHENYL)-3-[2-(2,6-DICHLORO-PHENYL)-1-IMINO-ETHYL]-THIOUREA",False,False,False,DrugBank,5.1.12,,,,
3-[3-(4-methylpiperazin-1-yl)-7-(trifluoromethyl)quinoxalin-5-yl]phenol,Primary Name,drugbank:DB07969,3-[3-(4-METHYLPIPERAZIN-1-YL)-7-(TRIFLUOROMETHYL)QUINOXALIN-5-YL]PHENOL,False,False,False,DrugBank,5.1.12,,,,
"2-({[3,5-DIFLUORO-3'-(TRIFLUOROMETHOXY)BIPHENYL-4-YL]AMINO}CARBONYL)CYCLOPENT-1-ENE-1-CARBOXYLIC ACID",Primary Name,drugbank:DB07975,"2-({[3,5-DIFLUORO-3'-(TRIFLUOROMETHOXY)BIPHENYL-4-YL]AMINO}CARBONYL)CYCLOPENT-1-ENE-1-CARBOXYLIC ACID",False,False,False,DrugBank,5.1.12,,,,
"3-({[3,5-DIFLUORO-3'-(TRIFLUOROMETHOXY)BIPHENYL-4-YL]AMINO}CARBONYL)THIOPHENE-2-CARBOXYLIC ACID",Primary Name,drugbank:DB07977,"3-({[3,5-DIFLUORO-3'-(TRIFLUOROMETHOXY)BIPHENYL-4-YL]AMINO}CARBONYL)THIOPHENE-2-CARBOXYLIC ACID",False,False,False,DrugBank,5.1.12,,,,
2-{4-[4-({4-[2-methyl-1-(1-methylethyl)-1H-imidazol-5-yl]pyrimidin-2-yl}amino)phenyl]piperazin-1-yl}-2-oxoethanol,Primary Name,drugbank:DB07982,2-{4-[4-({4-[2-METHYL-1-(1-METHYLETHYL)-1H-IMIDAZOL-5-YL]PYRIMIDIN-2-YL}AMINO)PHENYL]PIPERAZIN-1-YL}-2-OXOETHANOL,False,False,False,DrugBank,5.1.12,,,,
"2-[3-(5-Mercapto-[1,3,4]thiadiazol-2yl)-ureido]-N-methyl-3-pentafluorophenyl-propionamide",Primary Name,drugbank:DB07988,"2-[3-(5-MERCAPTO-[1,3,4]THIADIAZOL-2YL)-UREIDO]-N-METHYL-3-PENTAFLUOROPHENYL-PROPIONAMIDE",False,False,False,DrugBank,5.1.12,,,,
"(RP,SP)-O-(2R)-(1-PHENOXYBUT-2-YL)-METHYLPHOSPHONIC ACID CHLORIDE",Primary Name,drugbank:DB07990,"(RP,SP)-O-(2R)-(1-PHENOXYBUT-2-YL)-METHYLPHOSPHONIC ACID CHLORIDE",False,False,False,DrugBank,5.1.12,,,,
"N~3~-[3-(1H-INDOL-6-YL)BENZYL]PYRIDINE-2,3-DIAMINE",Primary Name,drugbank:DB07993,"N~3~-[3-(1H-INDOL-6-YL)BENZYL]PYRIDINE-2,3-DIAMINE",False,False,False,DrugBank,5.1.12,,,,
H-89,Primary Name,drugbank:DB07995,H-89,False,False,False,DrugBank,5.1.12,,,,
"[(3R)-7-NITRO-1,2,3,4-TETRAHYDROISOQUINOLIN-3-YL]METHANOL",Primary Name,drugbank:DB07906,"[(3R)-7-NITRO-1,2,3,4-TETRAHYDROISOQUINOLIN-3-YL]METHANOL",False,False,False,DrugBank,5.1.12,,,,
HOMOPHENYLALANINYLMETHANE,Primary Name,drugbank:DB07913,HOMOPHENYLALANINYLMETHANE,False,False,False,DrugBank,5.1.12,,,,
4-(2-HYDROXYPHENYLSULFINYL)-BUTYLPHOSPHONIC ACID,Primary Name,drugbank:DB07925,4-(2-HYDROXYPHENYLSULFINYL)-BUTYLPHOSPHONIC ACID,False,False,False,DrugBank,5.1.12,,,,
(3R)-3-HYDROXYDODECANOIC ACID,Primary Name,drugbank:DB07930,(3R)-3-HYDROXYDODECANOIC ACID,False,False,False,DrugBank,5.1.12,,,,
[1-(3-CHLORO-2-FORMYL-PHENYLCARBAMOYL)-2-METHYL-PROPYL]-CARBAMIC ACID TERT-BUTYL ESTER,Primary Name,drugbank:DB07956,[1-(3-CHLORO-2-FORMYL-PHENYLCARBAMOYL)-2-METHYL-PROPYL]-CARBAMIC ACID TERT-BUTYL ESTER,False,False,False,DrugBank,5.1.12,,,,
3-(1H-BENZIMIDAZOL-2-YL)-1H-INDAZOLE,Primary Name,drugbank:DB07959,3-(1H-BENZIMIDAZOL-2-YL)-1H-INDAZOLE,False,False,False,DrugBank,5.1.12,,,,
6-(cyclohexylamino)-9-[2-(4-methylpiperazin-1-yl)-ethyl]-9H-purine-2-carbonitrile,Primary Name,drugbank:DB07965,6-(CYCLOHEXYLAMINO)-9-[2-(4-METHYLPIPERAZIN-1-YL)-ETHYL]-9H-PURINE-2-CARBONITRILE,False,False,False,DrugBank,5.1.12,,,,
9-CYCLOPENTYL-6-[2-(3-IMIDAZOL-1-YL-PROPOXY)-PHENYLAMINO]-9H-PURINE-2-CARBONITRILE,Primary Name,drugbank:DB07967,9-CYCLOPENTYL-6-[2-(3-IMIDAZOL-1-YL-PROPOXY)-PHENYLAMINO]-9H-PURINE-2-CARBONITRILE,False,False,False,DrugBank,5.1.12,,,,
3-{[(3-FLUORO-3'-METHOXYBIPHENYL-4-YL)AMINO]CARBONYL}THIOPHENE-2-CARBOXYLIC ACID,Primary Name,drugbank:DB07976,3-{[(3-FLUORO-3'-METHOXYBIPHENYL-4-YL)AMINO]CARBONYL}THIOPHENE-2-CARBOXYLIC ACID,False,False,False,DrugBank,5.1.12,,,,
"(2E)-3-(3,4-DIHYDROXYPHENYL)-2-IMINOPROPANOIC ACID",Primary Name,drugbank:DB07979,"(2E)-3-(3,4-DIHYDROXYPHENYL)-2-IMINOPROPANOIC ACID",False,False,False,DrugBank,5.1.12,,,,
"{4-[(CARBOXYMETHOXY)CARBONYL]-3,3-DIOXIDO-1-OXONAPHTHO[1,2-D]ISOTHIAZOL-2(1H)-YL}ACETIC ACID",Primary Name,drugbank:DB07999,"{4-[(CARBOXYMETHOXY)CARBONYL]-3,3-DIOXIDO-1-OXONAPHTHO[1,2-D]ISOTHIAZOL-2(1H)-YL}ACETIC ACID",False,False,False,DrugBank,5.1.12,,,,
ISOTHIAZOLIDINONE ANALOG,Primary Name,drugbank:DB08003,ISOTHIAZOLIDINONE ANALOG,False,False,False,DrugBank,5.1.12,,,,
"(2S)-2-{[3-(3-aminophenyl)imidazo[1,2-b]pyridazin-6-yl]amino}-3-methylbutan-1-ol",Primary Name,drugbank:DB08004,"(2S)-2-{[3-(3-AMINOPHENYL)IMIDAZO[1,2-B]PYRIDAZIN-6-YL]AMINO}-3-METHYLBUTAN-1-OL",False,False,False,DrugBank,5.1.12,,,,
(2R)-3-{[(BENZYLAMINO)CARBONYL]AMINO}-2-HYDROXYPROPANOIC ACID,Primary Name,drugbank:DB08007,(2R)-3-{[(BENZYLAMINO)CARBONYL]AMINO}-2-HYDROXYPROPANOIC ACID,False,False,False,DrugBank,5.1.12,,,,
"5-methyl-N-[4-(trifluoromethyl)phenyl][1,2,4]triazolo[1,5-a]pyrimidin-7-amine",Primary Name,drugbank:DB08008,"5-METHYL-N-[4-(TRIFLUOROMETHYL)PHENYL][1,2,4]TRIAZOLO[1,5-A]PYRIMIDIN-7-AMINE",False,False,False,DrugBank,5.1.12,,,,
SU-11652,Primary Name,drugbank:DB08009,SU-11652,False,False,False,DrugBank,5.1.12,,,,
"1-(1-HYDROXY-2,2,6,6-TETRAMETHYLPIPERIDIN-4-YL)PYRROLIDINE-2,5-DIONE",Primary Name,drugbank:DB08227,"1-(1-HYDROXY-2,2,6,6-TETRAMETHYLPIPERIDIN-4-YL)PYRROLIDINE-2,5-DIONE",False,False,False,DrugBank,5.1.12,,,,
1-(3-METHYLPHENYL)-1H-BENZIMIDAZOL-5-AMINE,Primary Name,drugbank:DB07972,1-(3-METHYLPHENYL)-1H-BENZIMIDAZOL-5-AMINE,False,False,False,DrugBank,5.1.12,,,,
1-{2-[(4-CHLOROPHENYL)AMINO]-2-OXOETHYL}-N-(1-ISOPROPYLPIPERIDIN-4-YL)-1H-INDOLE-2-CARBOXAMIDE,Primary Name,drugbank:DB07974,1-{2-[(4-CHLOROPHENYL)AMINO]-2-OXOETHYL}-N-(1-ISOPROPYLPIPERIDIN-4-YL)-1H-INDOLE-2-CARBOXAMIDE,False,False,False,DrugBank,5.1.12,,,,
"2-({[2,3,5,6-TETRAFLUORO-3'-(TRIFLUOROMETHOXY)BIPHENYL-4-YL]AMINO}CARBONYL)CYCLOPENTA-1,3-DIENE-1-CARBOXYLIC ACID",Primary Name,drugbank:DB07978,"2-({[2,3,5,6-TETRAFLUORO-3'-(TRIFLUOROMETHOXY)BIPHENYL-4-YL]AMINO}CARBONYL)CYCLOPENTA-1,3-DIENE-1-CARBOXYLIC ACID",False,False,False,DrugBank,5.1.12,,,,
2-[1-(4-chlorobenzoyl)-5-methoxy-2-methyl-1H-indol-3-yl]-n-[(1S)-1-(hydroxymethyl)propyl]acetamide,Primary Name,drugbank:DB07984,2-[1-(4-CHLOROBENZOYL)-5-METHOXY-2-METHYL-1H-INDOL-3-YL]-N-[(1S)-1-(HYDROXYMETHYL)PROPYL]ACETAMIDE,False,False,False,DrugBank,5.1.12,,,,
[4-(4-PHENYL-PIPERIDIN-1-YL)-BENZENESULFONYLAMINO]-ACETIC ACID,Primary Name,drugbank:DB07986,[4-(4-PHENYL-PIPERIDIN-1-YL)-BENZENESULFONYLAMINO]-ACETIC ACID,False,False,False,DrugBank,5.1.12,,,,
2-(ACETYL-HYDROXY-AMINO)-4-METHYL-PENTANOIC ACID METHYL ESTER,Primary Name,drugbank:DB07989,2-(ACETYL-HYDROXY-AMINO)-4-METHYL-PENTANOIC ACID METHYL ESTER,False,False,False,DrugBank,5.1.12,,,,
"2-(CARBOXYMETHYL)-1-OXO-1,2-DIHYDRONAPHTHO[1,2-D]ISOTHIAZOLE-4-CARBOXYLIC ACID 3,3-DIOXIDE",Primary Name,drugbank:DB08000,"2-(CARBOXYMETHYL)-1-OXO-1,2-DIHYDRONAPHTHO[1,2-D]ISOTHIAZOLE-4-CARBOXYLIC ACID 3,3-DIOXIDE",False,False,False,DrugBank,5.1.12,,,,
MRS-3481,Primary Name,chembl:CHEMBL382194,CHEMBL:CHEMBL382194,False,False,False,DTC,9/2/20,,,,
Phenylalanylmethylchloride,Primary Name,drugbank:DB08374,PHENYLALANYLMETHYLCHLORIDE,False,False,False,DrugBank,5.1.12,,,,
4-{[5-chloro-4-(1H-indol-3-yl)pyrimidin-2-yl]amino}-N-ethylpiperidine-1-carboxamide,Primary Name,drugbank:DB08005,4-{[5-CHLORO-4-(1H-INDOL-3-YL)PYRIMIDIN-2-YL]AMINO}-N-ETHYLPIPERIDINE-1-CARBOXAMIDE,False,False,False,DrugBank,5.1.12,,,,
"(3Z)-1-[(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl]-4-[(E)-2-phenylethenyl]-1H-indole-2,3-dione 3-oxime",Primary Name,drugbank:DB08010,"(3Z)-1-[(6-FLUORO-4H-1,3-BENZODIOXIN-8-YL)METHYL]-4-[(E)-2-PHENYLETHENYL]-1H-INDOLE-2,3-DIONE 3-OXIME",False,False,False,DrugBank,5.1.12,,,,
"(3E)-5-fluoro-1-[(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl]-1H-indole-2,3-dione 3-oxime",Primary Name,drugbank:DB08011,"(3E)-5-FLUORO-1-[(6-FLUORO-4H-1,3-BENZODIOXIN-8-YL)METHYL]-1H-INDOLE-2,3-DIONE 3-OXIME",False,False,False,DrugBank,5.1.12,,,,
"N-{(3R,4S)-4-[(6-amino-4-methylpyridin-2-yl)methyl]pyrrolidin-3-yl}-N'-(3-chlorobenzyl)ethane-1,2-diamine",Primary Name,drugbank:DB08019,"N-{(3R,4S)-4-[(6-AMINO-4-METHYLPYRIDIN-2-YL)METHYL]PYRROLIDIN-3-YL}-N'-(3-CHLOROBENZYL)ETHANE-1,2-DIAMINE",False,False,False,DrugBank,5.1.12,,,,
"(3AS,4R,9BR)-4-(4-HYDROXYPHENYL)-6-(METHOXYMETHYL)-1,2,3,3A,4,9B-HEXAHYDROCYCLOPENTA[C]CHROMEN-8-OL",Primary Name,drugbank:DB08020,"(3AS,4R,9BR)-4-(4-HYDROXYPHENYL)-6-(METHOXYMETHYL)-1,2,3,3A,4,9B-HEXAHYDROCYCLOPENTA[C]CHROMEN-8-OL",False,False,False,DrugBank,5.1.12,,,,
"BUT-3-ENYL-[5-(4-CHLORO-PHENYL)-3,6-DIHYDRO-[1,3,4]THIADIAZIN-2-YLIDENE]-AMINE",Primary Name,drugbank:DB08028,"BUT-3-ENYL-[5-(4-CHLORO-PHENYL)-3,6-DIHYDRO-[1,3,4]THIADIAZIN-2-YLIDENE]-AMINE",False,False,False,DrugBank,5.1.12,,,,
N~2~-(biphenyl-4-ylsulfonyl)-N-hydroxy-N~2~-(2-hydroxyethyl)glycinamide,Primary Name,drugbank:DB08029,N~2~-(BIPHENYL-4-YLSULFONYL)-N-HYDROXY-N~2~-(2-HYDROXYETHYL)GLYCINAMIDE,False,False,False,DrugBank,5.1.12,,,,
"1-TERT-BUTYL-3-(2,5-DIMETHYLBENZYL)-1H-PYRAZOLO[3,4-D]PYRIMIDIN-4-AMINE",Primary Name,drugbank:DB08035,"1-TERT-BUTYL-3-(2,5-DIMETHYLBENZYL)-1H-PYRAZOLO[3,4-D]PYRIMIDIN-4-AMINE",False,False,False,DrugBank,5.1.12,,,,
"L-alanyl-N-[(1S,2R)-1-benzyl-2-hydroxypropyl]-L-alaninamide",Primary Name,drugbank:DB08038,"L-ALANYL-N-[(1S,2R)-1-BENZYL-2-HYDROXYPROPYL]-L-ALANINAMIDE",False,False,False,DrugBank,5.1.12,,,,
ABT-341,Primary Name,drugbank:DB08044,ABT-341,False,False,False,DrugBank,5.1.12,,,,
"1-cyclobutyl-3-(3,4-dimethoxyphenyl)-1H-pyrazolo[3,4-d]pyrimidin-4-amine",Primary Name,drugbank:DB08053,"1-CYCLOBUTYL-3-(3,4-DIMETHOXYPHENYL)-1H-PYRAZOLO[3,4-D]PYRIMIDIN-4-AMINE",False,False,False,DrugBank,5.1.12,,,,
4-[3-(4-CHLOROPHENYL)-1H-PYRAZOL-5-YL]PIPERIDINE,Primary Name,drugbank:DB08061,4-[3-(4-CHLOROPHENYL)-1H-PYRAZOL-5-YL]PIPERIDINE,False,False,False,DrugBank,5.1.12,,,,
"4-(6-CHLORO-2,4-DIOXO-1,2,3,4-TETRAHYDROPYRIMIDIN-5-YL) BUTYL PHOSPHATE",Primary Name,drugbank:DB08016,"4-(6-CHLORO-2,4-DIOXO-1,2,3,4-TETRAHYDROPYRIMIDIN-5-YL) BUTYL PHOSPHATE",False,False,False,DrugBank,5.1.12,,,,
"N-{(3S,4S)-4-[(6-AMINO-4-METHYLPYRIDIN-2-YL)METHYL]PYRROLIDIN-3-YL}-N'-(4-CHLOROBENZYL)ETHANE-1,2-DIAMINE",Primary Name,drugbank:DB08018,"N-{(3S,4S)-4-[(6-AMINO-4-METHYLPYRIDIN-2-YL)METHYL]PYRROLIDIN-3-YL}-N'-(4-CHLOROBENZYL)ETHANE-1,2-DIAMINE",False,False,False,DrugBank,5.1.12,,,,
"(2S)-1,3-benzothiazol-2-yl{2-[(2-pyridin-3-ylethyl)amino]pyrimidin-4-yl}ethanenitrile",Primary Name,drugbank:DB08022,"(2S)-1,3-BENZOTHIAZOL-2-YL{2-[(2-PYRIDIN-3-YLETHYL)AMINO]PYRIMIDIN-4-YL}ETHANENITRILE",False,False,False,DrugBank,5.1.12,,,,
"N-cyclohexyl-4-imidazo[1,2-a]pyridin-3-yl-N-methylpyrimidin-2-amine",Primary Name,drugbank:DB08023,"N-CYCLOHEXYL-4-IMIDAZO[1,2-A]PYRIDIN-3-YL-N-METHYLPYRIMIDIN-2-AMINE",False,False,False,DrugBank,5.1.12,,,,
1-[2-(S)-AMINO-3-BIPHENYL-4-YL-PROPIONYL]-PYRROLIDINE-2-(S)-CARBONITRILE,Primary Name,drugbank:DB08024,1-[2-(S)-AMINO-3-BIPHENYL-4-YL-PROPIONYL]-PYRROLIDINE-2-(S)-CARBONITRILE,False,False,False,DrugBank,5.1.12,,,,
"N-{2'-[(4-FLUOROPHENYL)AMINO]-4,4'-BIPYRIDIN-2-YL}-4-METHOXYCYCLOHEXANECARBOXAMIDE",Primary Name,drugbank:DB08025,"N-{2'-[(4-FLUOROPHENYL)AMINO]-4,4'-BIPYRIDIN-2-YL}-4-METHOXYCYCLOHEXANECARBOXAMIDE",False,False,False,DrugBank,5.1.12,,,,
"2-{4-[(4-imidazo[1,2-a]pyridin-3-ylpyrimidin-2-yl)amino]piperidin-1-yl}-N-methylacetamide",Primary Name,drugbank:DB08026,"2-{4-[(4-IMIDAZO[1,2-A]PYRIDIN-3-YLPYRIMIDIN-2-YL)AMINO]PIPERIDIN-1-YL}-N-METHYLACETAMIDE",False,False,False,DrugBank,5.1.12,,,,
VINCLOZOLIN,Primary Name,chembl:CHEMBL513221,VINCLOZOLIN,False,False,False,DTC,9/2/20,,,,
Kelatorphan,Primary Name,drugbank:DB08040,KELATORPHAN,False,False,False,DrugBank,5.1.12,,,,
"N~4~-methyl-N~4~-(3-methyl-1H-indazol-6-yl)-N~2~-(3,4,5-trimethoxyphenyl)pyrimidine-2,4-diamine",Primary Name,drugbank:DB08042,"N~4~-METHYL-N~4~-(3-METHYL-1H-INDAZOL-6-YL)-N~2~-(3,4,5-TRIMETHOXYPHENYL)PYRIMIDINE-2,4-DIAMINE",False,False,False,DrugBank,5.1.12,,,,
2-chloro-5-[(1S)-1-hydroxy-3-oxo-2H-isoindol-1-yl]benzenesulfonamide,Primary Name,drugbank:DB08046,2-CHLORO-5-[(1S)-1-HYDROXY-3-OXO-2H-ISOINDOL-1-YL]BENZENESULFONAMIDE,False,False,False,DrugBank,5.1.12,,,,
"7,8-dihydroxy-4-phenyl-2H-chromen-2-one",Primary Name,drugbank:DB08049,"7,8-DIHYDROXY-4-PHENYL-2H-CHROMEN-2-ONE",False,False,False,DrugBank,5.1.12,,,,
5-phenyl-2-keto-valeric acid,Primary Name,drugbank:DB08050,5-PHENYL-2-KETO-VALERIC ACID,False,False,False,DrugBank,5.1.12,,,,
"(2R)-4-(2-BENZOYL-1,2-DIAZEPAN-1-YL)-4-OXO-1-(2,4,5-TRIFLUOROPHENYL)BUTAN-2-AMINE",Primary Name,drugbank:DB08051,"(2R)-4-(2-BENZOYL-1,2-DIAZEPAN-1-YL)-4-OXO-1-(2,4,5-TRIFLUOROPHENYL)BUTAN-2-AMINE",False,False,False,DrugBank,5.1.12,,,,
"1-(1-methylethyl)-3-quinolin-6-yl-1H-pyrazolo[3,4-d]pyrimidin-4-amine",Primary Name,drugbank:DB08054,"1-(1-METHYLETHYL)-3-QUINOLIN-6-YL-1H-PYRAZOLO[3,4-D]PYRIMIDIN-4-AMINE",False,False,False,DrugBank,5.1.12,,,,
"1-BENZYL-3-(4-METHOXYPHENYLAMINO)-4-PHENYLPYRROLE-2,5-DIONE",Primary Name,drugbank:DB08063,"1-BENZYL-3-(4-METHOXYPHENYLAMINO)-4-PHENYLPYRROLE-2,5-DIONE",False,False,False,DrugBank,5.1.12,,,,
2-[4-(3-METHYL-1H-PYRAZOL-4-YL)PHENYL]ETHANAMINE,Primary Name,drugbank:DB08070,2-[4-(3-METHYL-1H-PYRAZOL-4-YL)PHENYL]ETHANAMINE,False,False,False,DrugBank,5.1.12,,,,
METAGLIDASEN,Primary Name,chembl:CHEMBL451321,METAGLIDASEN,False,False,False,TdgClinicalTrial,Jan-14,,,,
"(2S)-1-methyl-2-[(2S,4R)-2-methyl-4-phenylpentyl]piperidine",Primary Name,drugbank:DB08071,"(2S)-1-METHYL-2-[(2S,4R)-2-METHYL-4-PHENYLPENTYL]PIPERIDINE",False,False,False,DrugBank,5.1.12,,,,
3-(3-Methyl-2-buten-1-yl)-3H-purin-6-amine,Primary Name,drugbank:DB08074,3-(3-METHYL-2-BUTEN-1-YL)-3H-PURIN-6-AMINE,False,False,False,DrugBank,5.1.12,,,,
1-(4-HEXYLPHENYL)PROP-2-EN-1-ONE,Primary Name,drugbank:DB08085,1-(4-HEXYLPHENYL)PROP-2-EN-1-ONE,False,False,False,DrugBank,5.1.12,,,,
"(3Z,5S,6R,7S,8R,8aR)-3-(octylimino)hexahydro[1,3]oxazolo[3,4-a]pyridine-5,6,7,8-tetrol",Primary Name,drugbank:DB08090,"(3Z,5S,6R,7S,8R,8AR)-3-(OCTYLIMINO)HEXAHYDRO[1,3]OXAZOLO[3,4-A]PYRIDINE-5,6,7,8-TETROL",False,False,False,DrugBank,5.1.12,,,,
"3-(2-CHLOROPHENYL)-1-(2-{[(1S)-2-HYDROXY-1,2-DIMETHYLPROPYL]AMINO}PYRIMIDIN-4-YL)-1-(4-METHOXYPHENYL)UREA",Primary Name,drugbank:DB08095,"3-(2-CHLOROPHENYL)-1-(2-{[(1S)-2-HYDROXY-1,2-DIMETHYLPROPYL]AMINO}PYRIMIDIN-4-YL)-1-(4-METHOXYPHENYL)UREA",False,False,False,DrugBank,5.1.12,,,,
"(E)-3,4-DIHYDROXY-N'-[(2-METHOXYNAPHTHALEN-1-YL)METHYLENE]BENZOHYDRAZIDE",Primary Name,drugbank:DB08034,"(E)-3,4-DIHYDROXY-N'-[(2-METHOXYNAPHTHALEN-1-YL)METHYLENE]BENZOHYDRAZIDE",False,False,False,DrugBank,5.1.12,,,,
"6,7,12,13-tetrahydro-5H-indolo[2,3-a]pyrrolo[3,4-c]carbazol-5-one",Primary Name,drugbank:DB08036,"6,7,12,13-TETRAHYDRO-5H-INDOLO[2,3-A]PYRROLO[3,4-C]CARBAZOL-5-ONE",False,False,False,DrugBank,5.1.12,,,,
"4-{4-[4-(3-AMINOPROPOXY)PHENYL]-1H-PYRAZOL-5-YL}-6-CHLOROBENZENE-1,3-DIOL",Primary Name,drugbank:DB08045,"4-{4-[4-(3-AMINOPROPOXY)PHENYL]-1H-PYRAZOL-5-YL}-6-CHLOROBENZENE-1,3-DIOL",False,False,False,DrugBank,5.1.12,,,,
"3-(4-CHLOROPHENYL)-5-(METHYLTHIO)-4H-1,2,4-TRIAZOLE",Primary Name,drugbank:DB08062,"3-(4-CHLOROPHENYL)-5-(METHYLTHIO)-4H-1,2,4-TRIAZOLE",False,False,False,DrugBank,5.1.12,,,,
N-(3-TERT-BUTYL-1H-PYRAZOL-5-YL)-N'-{4-CHLORO-3-[(PYRIDIN-3-YLOXY)METHYL]PHENYL}UREA,Primary Name,drugbank:DB08064,N-(3-TERT-BUTYL-1H-PYRAZOL-5-YL)-N'-{4-CHLORO-3-[(PYRIDIN-3-YLOXY)METHYL]PHENYL}UREA,False,False,False,DrugBank,5.1.12,,,,
N-[3-(1H-BENZIMIDAZOL-2-YL)-1H-PYRAZOL-4-YL]BENZAMIDE,Primary Name,drugbank:DB08066,N-[3-(1H-BENZIMIDAZOL-2-YL)-1H-PYRAZOL-4-YL]BENZAMIDE,False,False,False,DrugBank,5.1.12,,,,
"4-[1-allyl-7-(trifluoromethyl)-1H-indazol-3-yl]benzene-1,3-diol",Primary Name,drugbank:DB08047,"4-[1-ALLYL-7-(TRIFLUOROMETHYL)-1H-INDAZOL-3-YL]BENZENE-1,3-DIOL",False,False,False,DrugBank,5.1.12,,,,
4-(2-AMINOPHENYL)-4-OXOBUTANOIC ACID,Primary Name,drugbank:DB08060,4-(2-AMINOPHENYL)-4-OXOBUTANOIC ACID,False,False,False,DrugBank,5.1.12,,,,
Casimiroin,Primary Name,drugbank:DB08744,CASIMIROIN,False,False,False,DrugBank,5.1.12,,,,
AC430,Primary Name,iuphar.ligand:9177,AC430,False,False,False,TdgClinicalTrial,Jan-14,,,,
MitoQ,Primary Name,chembl:CHEMBL4074884,MITOQUINONE MESYLATE,False,False,False,JAX-CKB,10-Apr-24,,,,
N-[(6-butoxynaphthalen-2-yl)sulfonyl]-L-glutamic acid,Primary Name,drugbank:DB08105,N-[(6-BUTOXYNAPHTHALEN-2-YL)SULFONYL]-L-GLUTAMIC ACID,False,False,False,DrugBank,5.1.12,,,,
"(1R,4S,7AS)-1-(1-FORMYLPROP-1-EN-1-YL)-4-METHOXY-2,4,5,6,7,7A-HEXAHYDRO-1H-ISOINDOLE-3-CARBOXYLIC ACID",Primary Name,drugbank:DB08110,"(1R,4S,7AS)-1-(1-FORMYLPROP-1-EN-1-YL)-4-METHOXY-2,4,5,6,7,7A-HEXAHYDRO-1H-ISOINDOLE-3-CARBOXYLIC ACID",False,False,False,DrugBank,5.1.12,,,,
"5,8-dimethoxy-1,4-dimethylquinolin-2(1H)-one",Primary Name,drugbank:DB08228,"5,8-DIMETHOXY-1,4-DIMETHYLQUINOLIN-2(1H)-ONE",False,False,False,DrugBank,5.1.12,,,,
N-[(4-methoxyphenyl)sulfonyl]-D-alanine,Primary Name,drugbank:DB08599,N-[(4-METHOXYPHENYL)SULFONYL]-D-ALANINE,False,False,False,DrugBank,5.1.12,,,,
"4-[1-(2,6-dichlorobenzyl)-2-methyl-1H-imidazol-4-yl]pyrimidin-2-amine",Primary Name,drugbank:DB08076,"4-[1-(2,6-DICHLOROBENZYL)-2-METHYL-1H-IMIDAZOL-4-YL]PYRIMIDIN-2-AMINE",False,False,False,DrugBank,5.1.12,,,,
N-(2-AMINOETHYL)-P-CHLOROBENZAMIDE,Primary Name,drugbank:DB08082,N-(2-AMINOETHYL)-P-CHLOROBENZAMIDE,False,False,False,DrugBank,5.1.12,,,,
