source_evidence_id,target_drug_concept_id,evidence_level,significance,evidence_direction
2650,rxcui:282388,D,Sensitivity/Response,Supports
2651,rxcui:282388,C,Resistance,Supports
2653,rxcui:662281,D,Resistance,Does Not Support
2653,fda:DASATINIB,D,Resistance,Does Not Support
2654,rxcui:662281,D,Resistance,Supports
2655,rxcui:282388,D,Resistance,Supports
2656,rxcui:282388,C,Resistance,Supports
2657,rxcui:282388,D,Resistance,Supports
2658,ncit:C62516,D,Resistance,Does Not Support
2658,rxcui:662281,D,Resistance,Does Not Support
2658,fda:DASATINIB,D,Resistance,Does Not Support
2659,rxcui:282388,D,Resistance,Supports
2660,rxcui:282388,C,Resistance,Supports
2661,rxcui:282388,D,Resistance,Supports
2662,rxcui:662281,D,Resistance,Supports
2663,rxcui:282388,D,Resistance,Supports
2664,rxcui:282388,C,Resistance,Does Not Support
2666,rxcui:662281,D,Sensitivity/Response,Supports
2667,rxcui:282388,D,Resistance,Supports
2668,rxcui:282388,C,Resistance,Supports
2669,rxcui:282388,D,Resistance,Supports
2670,rxcui:662281,D,Resistance,Supports
2671,ncit:C62516,D,Resistance,Supports
2671,rxcui:282388,D,Resistance,Supports
2671,fda:DASATINIB,D,Resistance,Supports
2671,rxcui:662281,D,Resistance,Supports
2674,rxcui:282388,D,Resistance,Supports
2675,rxcui:282388,C,Resistance,Supports
2676,rxcui:282388,D,Resistance,Supports
2677,ncit:C62516,D,Resistance,Does Not Support
2677,rxcui:662281,D,Resistance,Does Not Support
2679,rxcui:282388,C,Resistance,Supports
2680,rxcui:282388,D,Resistance,Supports
2681,fda:DASATINIB,D,Resistance,Supports
2681,ncit:C62516,D,Resistance,Supports
2682,rxcui:282388,D,Sensitivity/Response,Supports
2683,rxcui:282388,C,Resistance,Supports
2684,rxcui:282388,D,Sensitivity/Response,Supports
2685,rxcui:662281,D,Sensitivity/Response,Supports
2686,fda:DASATINIB,D,Resistance,Does Not Support
2686,rxcui:662281,D,Resistance,Does Not Support
2686,ncit:C62516,D,Resistance,Does Not Support
2687,rxcui:282388,D,Resistance,Supports
2688,rxcui:282388,C,Resistance,Supports
2689,rxcui:282388,D,Resistance,Supports
2745,rxcui:40048,C,Resistance,Supports
2745,rxcui:2555,C,Resistance,Supports
2771,rxcui:2555,B,Resistance,Supports
2771,rxcui:40048,B,Resistance,Supports
2783,rxcui:10324,B,Resistance,Supports
2784,rxcui:10324,C,Resistance,Supports
2799,rxcui:632,B,Sensitivity/Response,Supports
2799,rxcui:24614,B,Sensitivity/Response,Supports
2799,rxcui:2555,B,Sensitivity/Response,Supports
2820,rxcui:24614,C,Sensitivity/Response,Supports
2820,rxcui:142433,C,Sensitivity/Response,Supports
2820,rxcui:2555,C,Sensitivity/Response,Supports
2829,rxcui:662281,D,Sensitivity/Response,Supports
2830,rxcui:142433,D,Resistance,Supports
2831,rxcui:142433,D,Resistance,Supports
2832,rxcui:142433,D,Resistance,Supports
2835,rxcui:142433,D,Resistance,Supports
2837,rxcui:142433,D,Resistance,Supports
2839,rxcui:142433,D,Resistance,Supports
2840,rxcui:142433,D,Resistance,Supports
2841,rxcui:142433,D,Resistance,Supports
2843,rxcui:142433,D,Resistance,Does Not Support
2845,rxcui:142433,D,Resistance,Supports
2846,rxcui:142433,D,Resistance,Supports
2849,rxcui:142433,D,Resistance,Supports
2850,rxcui:662281,D,Resistance,Supports
2851,rxcui:662281,D,Resistance,Supports
2853,rxcui:662281,D,Resistance,Supports
2854,rxcui:662281,D,Resistance,Supports
2861,rxcui:662281,D,Resistance,Supports
2862,rxcui:662281,D,Sensitivity/Response,Supports
2863,rxcui:662281,D,Resistance,Supports
2864,rxcui:662281,D,Sensitivity/Response,Supports
2868,ncit:C78186,B,Sensitivity/Response,Supports
2878,ncit:C78186,C,Sensitivity/Response,Supports
2879,ncit:C78186,C,Sensitivity/Response,Supports
2880,ncit:C78186,C,Sensitivity/Response,Supports
2881,ncit:C78186,C,Sensitivity/Response,Supports
2882,ncit:C78186,C,Sensitivity/Response,Supports
2883,ncit:C78186,C,Sensitivity/Response,Supports
2884,ncit:C78186,C,Sensitivity/Response,Supports
2886,rxcui:282388,C,Resistance,Supports
2888,rxcui:357977,D,Sensitivity/Response,Supports
2889,rxcui:282388,C,Sensitivity/Response,Supports
2895,rxcui:4492,B,Resistance,Supports
2895,rxcui:2555,B,Resistance,Supports
2899,rxcui:37776,B,Sensitivity/Response,Supports
2901,rxcui:37776,B,Sensitivity/Response,Supports
2902,rxcui:37776,B,Sensitivity/Response,Supports
2903,rxcui:37776,B,Sensitivity/Response,Supports
2904,rxcui:37776,B,Sensitivity/Response,Supports
2905,rxcui:12574,B,Sensitivity/Response,Supports
2905,rxcui:2555,B,Sensitivity/Response,Supports
2906,rxcui:337525,C,Sensitivity/Response,Does Not Support
2907,fda:TRAMETINIB,D,Sensitivity/Response,Supports
2907,rxcui:2361596,D,Sensitivity/Response,Supports
2915,rxcui:2550729,D,Sensitivity/Response,Supports
2915,ncit:C88272,D,Sensitivity/Response,Supports
2915,iuphar.ligand:5037,D,Sensitivity/Response,Supports
2918,rxcui:282388,C,Resistance,Supports
2919,rxcui:282388,C,Resistance,Supports
2920,rxcui:282388,C,Resistance,Supports
2921,rxcui:282388,C,Resistance,Supports
2922,rxcui:282388,C,Resistance,Supports
2923,rxcui:282388,C,Resistance,Supports
2924,rxcui:282388,C,Resistance,Supports
2926,chembl:CHEMBL3707227,B,Resistance,Supports
2926,rxcui:1547545,B,Resistance,Supports
2926,rxcui:1597876,B,Resistance,Supports
2929,rxcui:263034,C,Resistance,Supports
2929,rxcui:1424911,C,Resistance,Supports
2931,rxcui:2049122,B,Sensitivity/Response,Supports
2931,rxcui:1873916,B,Sensitivity/Response,Supports
2933,rxcui:1597582,D,Sensitivity/Response,Supports
2934,rxcui:1148495,C,Resistance,Supports
2936,rxcui:2361596,D,Sensitivity/Response,Supports
2937,rxcui:2049122,B,Sensitivity/Response,Supports
2939,rxcui:328134,B,Sensitivity/Response,Supports
2940,ncit:C121379,B,Sensitivity/Response,Supports
2941,ncit:C121379,B,Sensitivity/Response,Supports
2943,rxcui:318341,D,Resistance,Supports
2948,rxcui:2197862,A,Sensitivity/Response,Supports
2949,rxcui:2197862,B,Sensitivity/Response,Supports
2950,rxcui:2197862,C,Sensitivity/Response,Supports
2951,rxcui:2197862,A,Sensitivity/Response,Supports
2952,rxcui:2197862,B,Sensitivity/Response,Supports
2953,rxcui:2104548,C,Sensitivity/Response,Supports
2955,rxcui:2104548,C,Sensitivity/Response,Supports
2958,rxcui:2197862,B,Sensitivity/Response,Does Not Support
2959,rxcui:2197862,B,Sensitivity/Response,Does Not Support
2960,rxcui:2197862,C,Sensitivity/Response,Supports
2961,rxcui:2197862,C,Resistance,Supports
2963,ncit:C74594,D,Sensitivity/Response,Supports
2964,ncit:C171616,D,Sensitivity/Response,Supports
2967,ncit:C171616,D,Resistance,Supports
2968,ncit:C74594,D,Resistance,Supports
2982,fda:DASATINIB,D,Sensitivity/Response,Supports
2983,iuphar.ligand:7012,D,Sensitivity/Response,Supports
2984,ncit:C165479,D,Sensitivity/Response,Supports
2984,rxcui:2555,D,Sensitivity/Response,Supports
2985,rxcui:2555,D,Resistance,Supports
2987,rxcui:2197862,C,Sensitivity/Response,Supports
2988,ncit:C128057,D,Resistance,Supports
2988,ncit:C128036,D,Resistance,Supports
2994,rxcui:337525,A,Sensitivity/Response,Supports
2995,rxcui:337525,A,Sensitivity/Response,Supports
2996,rxcui:1430438,A,Sensitivity/Response,Supports
2997,rxcui:1430438,A,Sensitivity/Response,Supports
2998,rxcui:2361596,A,Resistance,Supports
3003,ncit:C91392,D,Sensitivity/Response,Supports
3003,rxcui:1597582,D,Sensitivity/Response,Supports
3003,rxcui:2555,D,Sensitivity/Response,Supports
3004,rxcui:480167,D,Resistance,Supports
3005,rxcui:480167,D,Resistance,Supports
3006,rxcui:480167,D,Resistance,Supports
3007,ncit:C48404,D,Resistance,Supports
3008,rxcui:357977,D,Sensitivity/Response,Does Not Support
3009,rxcui:357977,D,Sensitivity/Response,Supports
3009,ncit:C71603,D,Sensitivity/Response,Supports
3010,rxcui:357977,D,Sensitivity/Response,Supports
3010,rxcui:81992,D,Sensitivity/Response,Supports
3012,rxcui:2643048,D,Sensitivity/Response,Does Not Support
3013,rxcui:2555,B,Resistance,Supports
3013,rxcui:40048,B,Resistance,Supports
3015,rxcui:1721560,D,Resistance,Supports
3015,ncit:C99905,D,Resistance,Supports
3016,rxcui:328134,B,Sensitivity/Response,Supports
3017,rxcui:1424911,A,Sensitivity/Response,Supports
3017,fda:TRAMETINIB,A,Sensitivity/Response,Supports
3027,ncit:C76199,B,Sensitivity/Response,Supports
3028,rxcui:282388,C,Sensitivity/Response,Supports
3029,rxcui:357977,D,Sensitivity/Response,Supports
3029,rxcui:282388,D,Sensitivity/Response,Supports
3029,ncit:C48404,D,Sensitivity/Response,Supports
3029,fda:DASATINIB,D,Sensitivity/Response,Supports
3034,ncit:C1731,D,Sensitivity/Response,Supports
3034,chembl:CHEMBL129857,D,Sensitivity/Response,Supports
3038,rxcui:2361596,D,Resistance,Supports
3038,fda:TRAMETINIB,D,Resistance,Supports
3039,rxcui:2669967,B,Sensitivity/Response,Supports
3040,rxcui:2669967,B,Sensitivity/Response,Supports
3042,ncit:C171616,D,Resistance,Supports
3690,rxcui:318341,C,Resistance,Supports
3690,rxcui:153329,C,Resistance,Supports
3693,rxcui:318341,B,Resistance,Supports
3704,rxcui:318341,B,Resistance,Supports
3713,chembl:CHEMBL1743079,B,Sensitivity/Response,Supports
3713,rxcui:337525,B,Sensitivity/Response,Supports
3722,rxcui:1147220,D,Resistance,Supports
3724,rxcui:1147220,D,Resistance,Supports
3732,rxcui:318341,B,Resistance,Does Not Support
3733,rxcui:1147220,D,Resistance,Supports
3739,rxcui:318341,B,Resistance,Supports
3750,rxcui:1147220,B,Sensitivity/Response,Supports
3755,rxcui:1147220,B,Sensitivity/Response,Supports
3757,rxcui:1147220,B,Sensitivity/Response,Supports
3758,rxcui:1424911,B,Sensitivity/Response,Supports
3758,fda:TRAMETINIB,B,Sensitivity/Response,Supports
3777,rxcui:1147220,C,Sensitivity/Response,Supports
3787,rxcui:1147220,C,Sensitivity/Response,Supports
3791,rxcui:337525,B,Sensitivity/Response,Supports
3794,rxcui:337525,B,Sensitivity/Response,Supports
3802,rxcui:328134,C,Sensitivity/Response,Supports
3810,ncit:C48369,D,Resistance,Supports
3810,rxcui:337525,D,Resistance,Supports
3810,rxcui:328134,D,Resistance,Supports
3811,rxcui:328134,D,Sensitivity/Response,Supports
3811,rxcui:337525,D,Sensitivity/Response,Supports
3811,ncit:C48369,D,Sensitivity/Response,Supports
3815,rxcui:1307619,C,Resistance,Does Not Support
3816,rxcui:1307619,C,Resistance,Does Not Support
3817,fda:DASATINIB,C,Reduced Sensitivity,Supports
3819,fda:DASATINIB,B,Resistance,Does Not Support
3820,fda:DASATINIB,C,Resistance,Supports
3822,rxcui:1242999,D,Resistance,Does Not Support
3824,rxcui:263034,C,Resistance,Supports
3827,rxcui:263034,C,Resistance,Supports
3832,rxcui:153329,C,Resistance,Does Not Support
3832,rxcui:318341,C,Resistance,Does Not Support
3841,rxcui:318341,C,Resistance,Supports
3841,rxcui:153329,C,Resistance,Supports
3842,rxcui:263034,C,Resistance,Supports
3845,rxcui:318341,C,Resistance,Supports
3847,rxcui:318341,C,Resistance,Supports
3851,rxcui:1147220,C,Resistance,Supports
3852,rxcui:318341,D,Resistance,Supports
3858,rxcui:318341,B,Resistance,Supports
3861,rxcui:318341,C,Resistance,Supports
3862,rxcui:318341,C,Resistance,Supports
3864,rxcui:337525,B,Sensitivity/Response,Supports
3867,rxcui:318341,C,Resistance,Supports
3870,rxcui:153329,C,Resistance,Supports
3870,rxcui:318341,C,Resistance,Supports
3872,rxcui:318341,C,Resistance,Supports
3878,rxcui:318341,D,Resistance,Supports
3881,rxcui:318341,B,Resistance,Supports
3882,rxcui:318341,B,Resistance,Supports
3895,rxcui:337525,B,Resistance,Supports
3917,rxcui:318341,B,Resistance,Supports
3939,rxcui:318341,B,Resistance,Does Not Support
3957,rxcui:1147220,D,Resistance,Supports
3958,rxcui:318341,D,Resistance,Supports
3967,rxcui:318341,B,Resistance,Supports
3987,rxcui:318341,C,Resistance,Supports
3989,rxcui:318341,D,Resistance,Supports
4006,rxcui:318341,B,Resistance,Supports
4022,rxcui:357977,C,Sensitivity/Response,Supports
4029,rxcui:1147220,D,Resistance,Supports
4046,rxcui:1148495,C,Resistance,Supports
4047,rxcui:318341,C,Resistance,Supports
4056,rxcui:357977,D,Resistance,Does Not Support
4060,rxcui:357977,D,Resistance,Supports
4062,rxcui:357977,C,Resistance,Supports
4072,rxcui:357977,B,Resistance,Supports
4077,rxcui:357977,D,Resistance,Does Not Support
4082,rxcui:357977,C,Resistance,Supports
4084,rxcui:282388,D,Sensitivity/Response,Supports
4084,rxcui:1364347,D,Sensitivity/Response,Supports
4087,rxcui:357977,D,Sensitivity/Response,Supports
4095,rxcui:357977,C,Resistance,Supports
4100,rxcui:357977,D,Resistance,Does Not Support
4122,rxcui:357977,C,Resistance,Supports
4125,rxcui:1364347,D,Sensitivity/Response,Supports
4127,rxcui:282388,D,Sensitivity/Response,Supports
4127,rxcui:357977,D,Sensitivity/Response,Supports
4127,rxcui:1364347,D,Sensitivity/Response,Supports
4136,rxcui:357977,C,Resistance,Supports
4141,rxcui:282388,D,Sensitivity/Response,Supports
4141,fda:DASATINIB,D,Sensitivity/Response,Supports
4142,rxcui:357977,C,Resistance,Supports
4147,fda:DASATINIB,C,Sensitivity/Response,Supports
4167,rxcui:1364347,D,Resistance,Does Not Support
4180,rxcui:1147220,B,Sensitivity/Response,Supports
4181,fda:TRAMETINIB,B,Sensitivity/Response,Supports
4181,rxcui:1424911,B,Sensitivity/Response,Supports
4186,rxcui:337525,D,Sensitivity/Response,Supports
4187,rxcui:337525,D,Sensitivity/Response,Supports
4188,rxcui:337525,D,Sensitivity/Response,Supports
4189,rxcui:337525,B,Sensitivity/Response,Supports
4189,rxcui:328134,B,Sensitivity/Response,Supports
4190,rxcui:337525,D,Sensitivity/Response,Supports
4197,rxcui:337525,D,Sensitivity/Response,Supports
4198,rxcui:328134,C,Sensitivity/Response,Supports
4201,rxcui:337525,C,Sensitivity/Response,Supports
4209,rxcui:328134,C,Sensitivity/Response,Supports
4210,rxcui:337525,C,Sensitivity/Response,Supports
4210,rxcui:328134,C,Sensitivity/Response,Supports
4220,rxcui:328134,C,Sensitivity/Response,Does Not Support
4220,rxcui:337525,C,Sensitivity/Response,Does Not Support
4226,rxcui:328134,C,Sensitivity/Response,Supports
4231,rxcui:337525,C,Sensitivity/Response,Does Not Support
4239,rxcui:328134,C,Sensitivity/Response,Does Not Support
4244,rxcui:328134,C,Sensitivity/Response,Does Not Support
4248,rxcui:328134,C,Sensitivity/Response,Supports
4252,rxcui:328134,C,Sensitivity/Response,Supports
4256,rxcui:328134,C,Sensitivity/Response,Does Not Support
4260,rxcui:328134,C,Sensitivity/Response,Does Not Support
4264,rxcui:328134,C,Sensitivity/Response,Does Not Support
4265,rxcui:337525,D,Sensitivity/Response,Supports
4266,rxcui:337525,D,Sensitivity/Response,Supports
4273,rxcui:337525,C,Resistance,Supports
4274,rxcui:328134,D,Sensitivity/Response,Does Not Support
4274,rxcui:337525,D,Sensitivity/Response,Does Not Support
4275,rxcui:337525,D,Resistance,Supports
4276,rxcui:337525,D,Resistance,Supports
4279,rxcui:337525,D,Sensitivity/Response,Supports
4280,rxcui:328134,D,Resistance,Supports
4280,rxcui:337525,D,Resistance,Supports
4284,rxcui:337525,D,Sensitivity/Response,Supports
4285,rxcui:337525,D,Sensitivity/Response,Supports
4286,rxcui:337525,D,Sensitivity/Response,Supports
4287,rxcui:337525,D,Sensitivity/Response,Supports
4288,rxcui:1148495,C,Resistance,Supports
4290,rxcui:337525,B,Sensitivity/Response,Supports
4291,rxcui:337525,D,Sensitivity/Response,Supports
4292,rxcui:318341,D,Sensitivity/Response,Does Not Support
4293,rxcui:337525,D,Sensitivity/Response,Supports
4294,rxcui:1721560,D,Sensitivity/Response,Supports
4295,rxcui:337525,D,Sensitivity/Response,Supports
4298,rxcui:337525,B,Sensitivity/Response,Supports
4298,rxcui:328134,B,Sensitivity/Response,Supports
4299,rxcui:337525,D,Sensitivity/Response,Supports
4301,rxcui:337525,D,Sensitivity/Response,Supports
4302,fda:DASATINIB,B,Resistance,Does Not Support
4304,fda:DASATINIB,C,Resistance,Does Not Support
4305,fda:DASATINIB,C,Resistance,Does Not Support
4307,rxcui:1307619,C,Resistance,Does Not Support
4308,rxcui:1307619,C,Resistance,Does Not Support
4310,rxcui:1307619,C,Resistance,Does Not Support
4311,rxcui:1242999,D,Resistance,Supports
4313,rxcui:1307619,C,Resistance,Does Not Support
4314,rxcui:1307619,C,Reduced Sensitivity,Supports
4316,fda:DASATINIB,B,Resistance,Does Not Support
4318,fda:DASATINIB,C,Reduced Sensitivity,Supports
4320,rxcui:1242999,D,Resistance,Supports
4321,rxcui:1242999,D,Resistance,Supports
4323,rxcui:1242999,D,Resistance,Supports
4324,rxcui:1242999,D,Resistance,Supports
4327,fda:DASATINIB,C,Resistance,Does Not Support
4329,rxcui:1242999,D,Resistance,Does Not Support
4330,rxcui:1242999,D,Resistance,Supports
4331,rxcui:1307619,C,Resistance,Does Not Support
4332,rxcui:1307619,C,Resistance,Does Not Support
4334,fda:DASATINIB,C,Resistance,Does Not Support
4335,fda:DASATINIB,B,Resistance,Does Not Support
4336,fda:DASATINIB,C,Resistance,Does Not Support
4340,rxcui:1307619,C,Resistance,Does Not Support
4345,rxcui:1242999,D,Resistance,Supports
4347,rxcui:1307619,C,Resistance,Supports
4348,rxcui:1307619,C,Resistance,Does Not Support
4350,fda:DASATINIB,B,Resistance,Does Not Support
4352,fda:DASATINIB,C,Reduced Sensitivity,Supports
4353,fda:DASATINIB,C,Resistance,Does Not Support
4355,rxcui:1242999,D,Resistance,Supports
4357,rxcui:1307619,C,Resistance,Does Not Support
4359,fda:DASATINIB,C,Resistance,Does Not Support
4360,rxcui:1242999,D,Resistance,Supports
4362,rxcui:1307619,C,Resistance,Supports
4364,rxcui:1307619,C,Resistance,Supports
4365,fda:DASATINIB,B,Resistance,Supports
4368,fda:DASATINIB,C,Resistance,Supports
4369,rxcui:1242999,C,Sensitivity/Response,Supports
4371,rxcui:1242999,D,Sensitivity/Response,Supports
4373,fda:DASATINIB,C,Resistance,Supports
4376,fda:DASATINIB,C,Resistance,Supports
4381,rxcui:1307619,C,Resistance,Does Not Support
4382,rxcui:1307619,C,Reduced Sensitivity,Supports
4386,fda:DASATINIB,C,Resistance,Supports
4390,rxcui:1242999,D,Resistance,Supports
4391,rxcui:1242999,D,Resistance,Supports
4394,rxcui:1307619,C,Reduced Sensitivity,Supports
4396,fda:DASATINIB,B,Resistance,Does Not Support
4397,fda:DASATINIB,C,Reduced Sensitivity,Supports
4398,fda:DASATINIB,C,Resistance,Does Not Support
4399,rxcui:1242999,D,Resistance,Supports
4400,rxcui:1307619,C,Resistance,Does Not Support
4402,fda:DASATINIB,C,Resistance,Does Not Support
4403,fda:DASATINIB,B,Resistance,Does Not Support
4404,fda:DASATINIB,C,Resistance,Does Not Support
4406,fda:DASATINIB,C,Resistance,Does Not Support
4407,fda:DASATINIB,C,Resistance,Does Not Support
4410,rxcui:1307619,C,Resistance,Supports
4411,rxcui:1307619,C,Resistance,Does Not Support
4413,fda:DASATINIB,B,Resistance,Does Not Support
4417,rxcui:1242999,D,Resistance,Supports
4424,rxcui:318341,C,Resistance,Does Not Support
4429,rxcui:318341,B,Resistance,Supports
4432,rxcui:318341,C,Resistance,Supports
4432,rxcui:153329,C,Resistance,Supports
4434,fda:DASATINIB,C,Resistance,Does Not Support
4436,fda:DASATINIB,C,Sensitivity/Response,Supports
4438,rxcui:1242999,D,Resistance,Does Not Support
4440,rxcui:1307619,C,Resistance,Supports
4441,rxcui:1242999,D,Resistance,Supports
4442,rxcui:1242999,D,Resistance,Supports
4443,rxcui:1307619,C,Resistance,Does Not Support
4444,rxcui:1307619,C,Reduced Sensitivity,Supports
4447,fda:DASATINIB,B,Resistance,Does Not Support
4448,fda:DASATINIB,C,Resistance,Does Not Support
4455,rxcui:357977,D,Sensitivity/Response,Does Not Support
4455,rxcui:282388,D,Sensitivity/Response,Does Not Support
4459,rxcui:282388,D,Sensitivity/Response,Supports
4459,rxcui:1364347,D,Sensitivity/Response,Supports
4463,rxcui:318341,C,Resistance,Supports
4463,rxcui:153329,C,Resistance,Supports
4464,rxcui:318341,C,Resistance,Does Not Support
4464,rxcui:32592,C,Resistance,Does Not Support
4464,rxcui:4492,C,Resistance,Does Not Support
4467,rxcui:4492,C,Resistance,Supports
4467,rxcui:318341,C,Resistance,Supports
4467,rxcui:32592,C,Resistance,Supports
4468,rxcui:337525,D,Sensitivity/Response,Supports
4472,rxcui:318341,C,Resistance,Supports
4472,rxcui:153329,C,Resistance,Supports
4475,rxcui:1307619,C,Resistance,Does Not Support
4477,rxcui:1242999,D,Resistance,Supports
4478,rxcui:1307619,C,Resistance,Does Not Support
4480,rxcui:1307619,C,Resistance,Does Not Support
4481,fda:DASATINIB,C,Resistance,Does Not Support
4482,fda:DASATINIB,C,Resistance,Does Not Support
4483,fda:DASATINIB,C,Resistance,Does Not Support
4486,rxcui:1307619,C,Resistance,Does Not Support
4487,fda:DASATINIB,D,Sensitivity/Response,Supports
4488,rxcui:1147220,D,Sensitivity/Response,Supports
4489,rxcui:1147220,D,Sensitivity/Response,Supports
4493,rxcui:337525,C,Resistance,Supports
4494,rxcui:337525,C,Resistance,Supports
4495,rxcui:337525,D,Sensitivity/Response,Supports
4496,rxcui:337525,D,Resistance,Supports
4497,rxcui:337525,D,Sensitivity/Response,Supports
4498,rxcui:1147220,D,Resistance,Supports
4500,rxcui:337525,D,Sensitivity/Response,Supports
4519,rxcui:318341,D,Resistance,Supports
4521,rxcui:1147220,D,Resistance,Supports
4525,rxcui:1242999,D,Resistance,Does Not Support
4527,fda:DASATINIB,C,Resistance,Supports
4529,rxcui:1242999,D,Resistance,Does Not Support
4530,rxcui:1307619,C,Resistance,Does Not Support
4531,rxcui:1307619,C,Resistance,Does Not Support
4532,fda:DASATINIB,B,Resistance,Does Not Support
4533,fda:DASATINIB,C,Resistance,Does Not Support
4534,rxcui:1242999,D,Resistance,Supports
4535,rxcui:1242999,D,Resistance,Supports
4537,rxcui:1242999,D,Sensitivity/Response,Supports
4538,rxcui:1307619,C,Reduced Sensitivity,Supports
4540,fda:DASATINIB,C,Resistance,Supports
4541,fda:DASATINIB,C,Resistance,Supports
4543,fda:DASATINIB,C,Resistance,Does Not Support
4545,rxcui:1307619,C,Resistance,Does Not Support
4546,rxcui:1307619,C,Resistance,Does Not Support
4549,rxcui:1307619,C,Resistance,Does Not Support
4551,rxcui:1307619,C,Resistance,Does Not Support
4552,rxcui:1307619,C,Resistance,Supports
4554,rxcui:1307619,C,Resistance,Does Not Support
4559,rxcui:1307619,C,Sensitivity/Response,Supports
4561,fda:DASATINIB,D,Sensitivity/Response,Supports
4563,rxcui:1307619,C,Resistance,Does Not Support
4565,rxcui:1307619,C,Resistance,Does Not Support
4567,rxcui:1307619,C,Resistance,Does Not Support
4568,rxcui:1307619,C,Resistance,Does Not Support
4571,fda:DASATINIB,B,Resistance,Does Not Support
4583,rxcui:357977,D,Sensitivity/Response,Supports
4583,rxcui:1364347,D,Sensitivity/Response,Supports
4583,rxcui:282388,D,Sensitivity/Response,Supports
4594,rxcui:1364347,D,Sensitivity/Response,Supports
4594,rxcui:282388,D,Sensitivity/Response,Supports
4594,rxcui:357977,D,Sensitivity/Response,Supports
4597,rxcui:357977,C,Resistance,Supports
4620,rxcui:1148495,C,Resistance,Supports
4623,rxcui:1597582,D,Sensitivity/Response,Supports
4630,rxcui:282388,D,Sensitivity/Response,Does Not Support
4630,rxcui:1364347,D,Sensitivity/Response,Does Not Support
4631,rxcui:357977,D,Resistance,Supports
4631,rxcui:282388,D,Resistance,Supports
4643,rxcui:337525,C,Resistance,Supports
4650,rxcui:337525,C,Resistance,Supports
4653,rxcui:1242987,D,Resistance,Supports
4654,rxcui:1242987,C,Resistance,Supports
4655,rxcui:337525,D,Sensitivity/Response,Supports
4656,rxcui:337525,D,Sensitivity/Response,Supports
4657,rxcui:337525,D,Sensitivity/Response,Supports
4658,rxcui:337525,D,Sensitivity/Response,Supports
4659,rxcui:337525,D,Sensitivity/Response,Supports
4665,rxcui:337525,C,Resistance,Supports
4667,rxcui:337525,C,Sensitivity/Response,Supports
4669,rxcui:328134,C,Sensitivity/Response,Supports
4692,fda:DASATINIB,C,Sensitivity/Response,Supports
4702,fda:DASATINIB,C,Resistance,Does Not Support
4704,fda:DASATINIB,C,Resistance,Does Not Support
4706,fda:DASATINIB,C,Sensitivity/Response,Supports
4710,fda:DASATINIB,C,Resistance,Does Not Support
4711,fda:DASATINIB,C,Resistance,Does Not Support
4718,fda:DASATINIB,C,Resistance,Supports
4729,rxcui:1147220,D,Sensitivity/Response,Does Not Support
4755,rxcui:328134,B,Sensitivity/Response,Supports
4755,rxcui:337525,B,Sensitivity/Response,Supports
4759,rxcui:337525,B,Sensitivity/Response,Supports
4759,rxcui:328134,B,Sensitivity/Response,Supports
4762,rxcui:337525,B,Sensitivity/Response,Does Not Support
4762,rxcui:328134,B,Sensitivity/Response,Does Not Support
4766,rxcui:337525,C,Sensitivity/Response,Supports
4768,rxcui:1307619,C,Resistance,Does Not Support
4769,rxcui:1307619,C,Resistance,Does Not Support
4776,rxcui:1547545,C,Sensitivity/Response,Supports
4777,rxcui:1547545,C,Sensitivity/Response,Supports
4783,rxcui:1147220,D,Resistance,Supports
4784,rxcui:1147220,D,Resistance,Supports
4785,rxcui:318341,B,Resistance,Supports
4786,rxcui:1148495,C,Sensitivity/Response,Supports
4787,fda:DASATINIB,D,Sensitivity/Response,Supports
4788,fda:DASATINIB,D,Sensitivity/Response,Supports
4791,fda:DASATINIB,D,Sensitivity/Response,Supports
4791,rxcui:282388,D,Sensitivity/Response,Supports
4799,rxcui:337525,D,Resistance,Supports
4800,rxcui:337525,D,Resistance,Supports
4801,rxcui:337525,C,Resistance,Supports
4802,rxcui:337525,C,Resistance,Supports
4803,rxcui:337525,C,Sensitivity/Response,Does Not Support
4814,rxcui:1601374,C,Sensitivity/Response,Does Not Support
4814,rxcui:72965,C,Sensitivity/Response,Does Not Support
4825,rxcui:1547545,C,Resistance,Supports
4826,fda:DASATINIB,D,Sensitivity/Response,Supports
4832,ncit:C2496,B,Sensitivity/Response,Does Not Support
4833,rxcui:1940332,D,Sensitivity/Response,Supports
4835,rxcui:1921217,B,Sensitivity/Response,Supports
4838,rxcui:2099704,B,Sensitivity/Response,Supports
4839,rxcui:2099704,B,Sensitivity/Response,Supports
4841,rxcui:1601374,B,Sensitivity/Response,Supports
4842,rxcui:1946825,B,Sensitivity/Response,Supports
4848,rxcui:1098413,B,Sensitivity/Response,Supports
4849,rxcui:1098413,B,Sensitivity/Response,Supports
4850,rxcui:1727454,C,Sensitivity/Response,Supports
4857,chembl:CHEMBL3707227,B,Sensitivity/Response,Supports
4857,rxcui:1919503,B,Sensitivity/Response,Supports
4857,rxcui:1547545,B,Sensitivity/Response,Supports
4857,rxcui:1875534,B,Sensitivity/Response,Supports
4857,rxcui:1597876,B,Sensitivity/Response,Supports
4858,rxcui:1727454,B,Sensitivity/Response,Supports
4858,rxcui:1148495,B,Sensitivity/Response,Supports
4859,rxcui:337525,B,Sensitivity/Response,Supports
4859,fda:DACOMITINIB,B,Sensitivity/Response,Supports
