pmid,source_type,citation_text,asco_abstract_id,year,pubmed_url
16042317,PubMed,"Pozo et al., 2005",,2005,https://pubmed.ncbi.nlm.nih.gov/16042317
18474773,PubMed,"Wong et al., 2008",,2008,https://pubmed.ncbi.nlm.nih.gov/18474773
32343890,PubMed,"de Bono et al., 2020",,2020,https://pubmed.ncbi.nlm.nih.gov/32343890
26919435,PubMed,"Sturm et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26919435
27157931,PubMed,"Louis et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/27157931
25965575,PubMed,"Pajtler et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25965575
31316618,PubMed,"Xie et al., 2019",,2019,https://pubmed.ncbi.nlm.nih.gov/31316618
28094316,PubMed,"Sizdahkhani et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/28094316
29804288,PubMed,"López et al., 2019",,2019,https://pubmed.ncbi.nlm.nih.gov/29804288
28501140,PubMed,"Hida et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/28501140
18580449,PubMed,"Corcos et al., 2008",,2008,https://pubmed.ncbi.nlm.nih.gov/18580449
32822286,PubMed,"Monk et al., 2020",,2020,https://pubmed.ncbi.nlm.nih.gov/32822286
31160589,PubMed,"Birkinshaw et al., 2019",,2019,https://pubmed.ncbi.nlm.nih.gov/31160589
32877583,PubMed,"Wolf et al., 2020",,2020,https://pubmed.ncbi.nlm.nih.gov/32877583
32846060,PubMed,"Drilon et al., 2020",,2020,https://pubmed.ncbi.nlm.nih.gov/32846060
32846061,PubMed,"Wirth et al., 2020",,2020,https://pubmed.ncbi.nlm.nih.gov/32846061
16338952,PubMed,"Bernard-Pierrot et al., 2006",,2006,https://pubmed.ncbi.nlm.nih.gov/16338952
25606676,PubMed,"Del Piccolo et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25606676
19749790,PubMed,"di Martino et al., 2009",,2009,https://pubmed.ncbi.nlm.nih.gov/19749790
30725494,PubMed,"Huemer et al., 2019",,2019,https://pubmed.ncbi.nlm.nih.gov/30725494
15178581,PubMed,"Jiang et al., 2004",,2004,https://pubmed.ncbi.nlm.nih.gov/15178581
15105654,PubMed,"Judkins et al., 2004",,2004,https://pubmed.ncbi.nlm.nih.gov/15105654
23104868,PubMed,"Kannan et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/23104868
30709876,PubMed,"Bender et al., 2019",,2019,https://pubmed.ncbi.nlm.nih.gov/30709876
26563355,PubMed,"Sartore-Bianchi et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26563355
32050835,PubMed,"So et al., 2020",,2020,https://pubmed.ncbi.nlm.nih.gov/32050835
24445538,PubMed,"Wiesner et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/24445538
31725893,PubMed,"Schewe et al., 2019",,2019,https://pubmed.ncbi.nlm.nih.gov/31725893
30809568,PubMed,"Champer et al., 2019",,2019,https://pubmed.ncbi.nlm.nih.gov/30809568
21525573,PubMed,"Jadali et al., 2011",,2011,https://pubmed.ncbi.nlm.nih.gov/21525573
8640234,PubMed,"Naski et al., 1996",,1996,https://pubmed.ncbi.nlm.nih.gov/8640234
21382250,PubMed,"Huddle, 2011",,2011,https://pubmed.ncbi.nlm.nih.gov/21382250
8634692,PubMed,1995,,1995,https://pubmed.ncbi.nlm.nih.gov/8634692
25360585,PubMed,"Peters et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25360585
28346326,PubMed,"Antonescu et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/28346326
35135096,PubMed,"Kim et al., 2018",,2018,https://pubmed.ncbi.nlm.nih.gov/35135096
27229714,PubMed,"Zaliova et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/27229714
22897847,PubMed,"Roberts et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/22897847
25766326,PubMed,"Zhang et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25766326
33357483,PubMed,"den Boer et al., 2021",,2021,https://pubmed.ncbi.nlm.nih.gov/33357483
23175662,PubMed,"Eyre et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/23175662
18007576,PubMed,"Soler et al., 2008",,2008,https://pubmed.ncbi.nlm.nih.gov/18007576
31434701,PubMed,"Tanasi et al., 2019",,2019,https://pubmed.ncbi.nlm.nih.gov/31434701
21388681,PubMed,"Duhoux et al., 2011",,2011,https://pubmed.ncbi.nlm.nih.gov/21388681
32306475,PubMed,"Biloglav et al., 2020",,2020,https://pubmed.ncbi.nlm.nih.gov/32306475
27894117,PubMed,"Sheng et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/27894117
18205209,PubMed,"Hidalgo-Curtis et al., 2008",,2008,https://pubmed.ncbi.nlm.nih.gov/18205209
17541395,PubMed,"De Braekeleer et al., 2007",,2007,https://pubmed.ncbi.nlm.nih.gov/17541395
19794096,PubMed,"Mustjoki et al., 2009",,2009,https://pubmed.ncbi.nlm.nih.gov/19794096
26600955,PubMed,"Kamran et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/26600955
21863287,PubMed,"Inokuchi et al., 2011",,2011,https://pubmed.ncbi.nlm.nih.gov/21863287
23168614,PubMed,"De Braekeleer et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/23168614
28057740,PubMed,"Frech et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/28057740
27855558,PubMed,"Yap et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/27855558
16174717,PubMed,"Xing et al., 2005",,2005,https://pubmed.ncbi.nlm.nih.gov/16174717
30028819,PubMed,"Mankuzhy et al., 2019",,2019,https://pubmed.ncbi.nlm.nih.gov/30028819
31142515,PubMed,"Taylor et al., 2019",,2019,https://pubmed.ncbi.nlm.nih.gov/31142515
25768406,PubMed,"Collette et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25768406
31160355,PubMed,"Williamson et al., 2019",,2019,https://pubmed.ncbi.nlm.nih.gov/31160355
32600123,PubMed,"Hu et al., 2020",,2020,https://pubmed.ncbi.nlm.nih.gov/32600123
23284920,PubMed,"Conte et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/23284920
21445056,PubMed,"Xu et al., 2011",,2011,https://pubmed.ncbi.nlm.nih.gov/21445056
21232794,PubMed,"Pekova et al., 2011",,2011,https://pubmed.ncbi.nlm.nih.gov/21232794
29533785,PubMed,"Ng et al., 2018",,2018,https://pubmed.ncbi.nlm.nih.gov/29533785
24642870,PubMed,"Tong et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/24642870
29588308,PubMed,"Toledo et al., 2018",,2018,https://pubmed.ncbi.nlm.nih.gov/29588308
29650362,PubMed,"Italiano et al., 2018",,2018,https://pubmed.ncbi.nlm.nih.gov/29650362
29907598,PubMed,"Guan et al., 2018",,2018,https://pubmed.ncbi.nlm.nih.gov/29907598
21078963,PubMed,"Sneeringer et al., 2010",,2010,https://pubmed.ncbi.nlm.nih.gov/21078963
22729224,PubMed,"Rivière et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/22729224
23475934,PubMed,"He et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/23475934
26250934,PubMed,"Tjhay et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/26250934
34096690,PubMed,"Skoulidis et al., 2021",,2021,https://pubmed.ncbi.nlm.nih.gov/34096690
20407015,PubMed,"Jordan et al., 2010",,2010,https://pubmed.ncbi.nlm.nih.gov/20407015
21190999,PubMed,"Yap et al., 2011",,2011,https://pubmed.ncbi.nlm.nih.gov/21190999
34166060,PubMed,"Shern et al., 2021",,2021,https://pubmed.ncbi.nlm.nih.gov/34166060
30865549,PubMed,"Armstrong et al., 2019",,2019,https://pubmed.ncbi.nlm.nih.gov/30865549
27147599,PubMed,"Kim et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/27147599
32636318,PubMed,"Lee et al., 2020",,2020,https://pubmed.ncbi.nlm.nih.gov/32636318
33750196,PubMed,"Ho et al., 2021",,2021,https://pubmed.ncbi.nlm.nih.gov/33750196
33035457,PubMed,"Morschhauser et al., 2020",,2020,https://pubmed.ncbi.nlm.nih.gov/33035457
21813447,PubMed,"Hollink et al., 2011",,2011,https://pubmed.ncbi.nlm.nih.gov/21813447
20713864,PubMed,"Fouladi et al., 2010",,2010,https://pubmed.ncbi.nlm.nih.gov/20713864
17950782,PubMed,"Patel et al., 2008",,2008,https://pubmed.ncbi.nlm.nih.gov/17950782
25341748,PubMed,"van Broekhoven et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25341748
33637608,PubMed,"Miller et al., 2021",,2021,https://pubmed.ncbi.nlm.nih.gov/33637608
20978130,PubMed,"Kamada et al., 2011",,2011,https://pubmed.ncbi.nlm.nih.gov/20978130
20601953,PubMed,"Ernst et al., 2010",,2010,https://pubmed.ncbi.nlm.nih.gov/20601953
25453902,PubMed,"Goodwin et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/25453902
27904766,PubMed,"Kuo et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/27904766
11244503,PubMed,"Ladanyi et al., 2001",,2001,https://pubmed.ncbi.nlm.nih.gov/11244503
23060122,PubMed,"Sullivan et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/23060122
29300189,PubMed,"Kao et al., 2018",,2018,https://pubmed.ncbi.nlm.nih.gov/29300189
16717057,PubMed,"Kawamura-Saito et al., 2006",,2006,https://pubmed.ncbi.nlm.nih.gov/16717057
22403669,PubMed,"Hay et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/22403669
23995526,PubMed,"Nakamura et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/23995526
26706833,PubMed,"Engels et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26706833
35027467,PubMed,"Lappin et al., 2022",,2022,https://pubmed.ncbi.nlm.nih.gov/35027467
34534430,PubMed,"Li et al., 2022",,2022,https://pubmed.ncbi.nlm.nih.gov/34534430
19884554,PubMed,"Reynolds et al., 2009",,2009,https://pubmed.ncbi.nlm.nih.gov/19884554
22705007,PubMed,"Maréchal et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/22705007
30797591,PubMed,"Mesquita et al., 2019",,2019,https://pubmed.ncbi.nlm.nih.gov/30797591
26169997,PubMed,"He et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/26169997
28319062,PubMed,"Marshall et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/28319062
24311637,PubMed,"Hutterer et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/24311637
25376618,PubMed,"Cives et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25376618
11896595,PubMed,"Monti et al., 2002",,2002,https://pubmed.ncbi.nlm.nih.gov/11896595
17431412,PubMed,"Takahira et al., 2007",,2007,https://pubmed.ncbi.nlm.nih.gov/17431412
35507888,PubMed,"Capone et al., 2022",,2022,https://pubmed.ncbi.nlm.nih.gov/35507888
35050712,PubMed,"Panet et al., 2022",,2022,https://pubmed.ncbi.nlm.nih.gov/35050712
35005993,PubMed,"Gaule et al., 2022",,2022,https://pubmed.ncbi.nlm.nih.gov/35005993
7524604,PubMed,"Zoubek et al., 1994",,1994,https://pubmed.ncbi.nlm.nih.gov/7524604
34651095,PubMed,"Mangum et al., 2021",,2021,https://pubmed.ncbi.nlm.nih.gov/34651095
34041811,PubMed,"Shepherd et al., 2021",,2021,https://pubmed.ncbi.nlm.nih.gov/34041811
34464935,PubMed,"Chen et al., 2021",,2021,https://pubmed.ncbi.nlm.nih.gov/34464935
32589730,PubMed,"Rushton et al., 2020",,2020,https://pubmed.ncbi.nlm.nih.gov/32589730
11055896,PubMed,"Bellus et al., 2000",,2000,https://pubmed.ncbi.nlm.nih.gov/11055896
27148571,PubMed,"Tannenbaum-Dvir et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/27148571
32105622,PubMed,"Hong et al., 2020",,2020,https://pubmed.ncbi.nlm.nih.gov/32105622
8754806,PubMed,"Webster et al., 1996",,1996,https://pubmed.ncbi.nlm.nih.gov/8754806
29099503,PubMed,"Church et al., 2018",,2018,https://pubmed.ncbi.nlm.nih.gov/29099503
35572973,PubMed,"Dang et al., 2022",,2022,https://pubmed.ncbi.nlm.nih.gov/35572973
34583947,PubMed,"Allen et al., 2023",,2023,https://pubmed.ncbi.nlm.nih.gov/34583947
15843401,PubMed,"Nowroozi et al., 2005",,2005,https://pubmed.ncbi.nlm.nih.gov/15843401
12450792,PubMed,"Tognon et al., 2002",,2002,https://pubmed.ncbi.nlm.nih.gov/12450792
31375766,PubMed,"Solomon et al., 2020",,2020,https://pubmed.ncbi.nlm.nih.gov/31375766
26725515,PubMed,"Sarabipour et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26725515
10519380,PubMed,"Marutani et al., 1999",,1999,https://pubmed.ncbi.nlm.nih.gov/10519380
32457407,PubMed,"Chu et al., 2020",,2020,https://pubmed.ncbi.nlm.nih.gov/32457407
34625502,PubMed,"Murray et al., 2021",,2021,https://pubmed.ncbi.nlm.nih.gov/34625502
28512242,PubMed,"Kloosterman et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/28512242
32223937,PubMed,"Bielack et al., 2019",,2019,https://pubmed.ncbi.nlm.nih.gov/32223937
26573325,PubMed,"Roy et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/26573325
26992226,PubMed,"Patani et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26992226
29893456,PubMed,"Halalsheh et al., 2018",,2018,https://pubmed.ncbi.nlm.nih.gov/29893456
29286563,PubMed,"Vokuhl et al., 2018",,2018,https://pubmed.ncbi.nlm.nih.gov/29286563
32416072,PubMed,"Abou-Alfa et al., 2020",,2020,https://pubmed.ncbi.nlm.nih.gov/32416072
31104347,PubMed,"Ferris et al., 2020",,2020,https://pubmed.ncbi.nlm.nih.gov/31104347
35004270,PubMed,"Wang et al., 2021",,2021,https://pubmed.ncbi.nlm.nih.gov/35004270
32348852,PubMed,"Ross et al., 2020",,2020,https://pubmed.ncbi.nlm.nih.gov/32348852
33002320,PubMed,"Ruiz-Cordero et al., 2020",,2020,https://pubmed.ncbi.nlm.nih.gov/33002320
32162810,PubMed,"Li et al., 2020",,2020,https://pubmed.ncbi.nlm.nih.gov/32162810
23236167,PubMed,"Qi et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/23236167
35245845,PubMed,"Copia Sperandio et al., 2022",,2022,https://pubmed.ncbi.nlm.nih.gov/35245845
34163176,PubMed,"Wang et al., 2021",,2021,https://pubmed.ncbi.nlm.nih.gov/34163176
28963353,PubMed,"Zhang et al., 2018",,2018,https://pubmed.ncbi.nlm.nih.gov/28963353
23139211,PubMed,"Fleming et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/23139211
31375262,PubMed,"Gao et al., 2019",,2019,https://pubmed.ncbi.nlm.nih.gov/31375262
27273450,PubMed,"Atefi et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/27273450
26829751,PubMed,"Bandopadhayay et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26829751
28077790,PubMed,"Nguyen et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/28077790
36419889,PubMed,"Lazzari et al., 2022",,2022,https://pubmed.ncbi.nlm.nih.gov/36419889
33403813,PubMed,"Waters et al., 2021",,2021,https://pubmed.ncbi.nlm.nih.gov/33403813
33492746,PubMed,"Munakata et al., 2021",,2021,https://pubmed.ncbi.nlm.nih.gov/33492746
34159682,PubMed,"Izutsu et al., 2021",,2021,https://pubmed.ncbi.nlm.nih.gov/34159682
24052547,PubMed,"Bödör et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/24052547
32780660,PubMed,"Camidge et al., 2020",,2020,https://pubmed.ncbi.nlm.nih.gov/32780660
29352732,PubMed,"Gambacorti-Passerini et al., 2018",,2018,https://pubmed.ncbi.nlm.nih.gov/29352732
31838015,PubMed,"Drilon et al., 2020",,2020,https://pubmed.ncbi.nlm.nih.gov/31838015
31838007,PubMed,"Doebele et al., 2020",,2020,https://pubmed.ncbi.nlm.nih.gov/31838007
28882436,PubMed,"Oza et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/28882436
27478040,PubMed,"Berger et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/27478040
26778290,PubMed,"Thomas et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26778290
19193436,PubMed,"Vega-Ruiz et al., 2009",,2009,https://pubmed.ncbi.nlm.nih.gov/19193436
30980040,PubMed,"Jia et al., 2019",,2019,https://pubmed.ncbi.nlm.nih.gov/30980040
22686875,PubMed,"Calderaro et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/22686875
28558987,PubMed,"Carlo et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/28558987
32187457,PubMed,"Gross et al., 2020",,2020,https://pubmed.ncbi.nlm.nih.gov/32187457
34081848,PubMed,"Tutt et al., 2021",,2021,https://pubmed.ncbi.nlm.nih.gov/34081848
32955177,PubMed,"Wu et al., 2020",,2020,https://pubmed.ncbi.nlm.nih.gov/32955177
34339292,PubMed,"Park et al., 2021",,2021,https://pubmed.ncbi.nlm.nih.gov/34339292
34647988,PubMed,"Zhou et al., 2021",,2021,https://pubmed.ncbi.nlm.nih.gov/34647988
34358484,PubMed,"Javle et al., 2021",,2021,https://pubmed.ncbi.nlm.nih.gov/34358484
34118197,PubMed,"Gainor et al., 2021",,2021,https://pubmed.ncbi.nlm.nih.gov/34118197
34118198,PubMed,"Subbiah et al., 2021",,2021,https://pubmed.ncbi.nlm.nih.gov/34118198
32534646,PubMed,"Gutzmer et al., 2020",,2020,https://pubmed.ncbi.nlm.nih.gov/32534646
31591063,PubMed,"Nakagawa et al., 2019",,2019,https://pubmed.ncbi.nlm.nih.gov/31591063
24263064,PubMed,"Douillard et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/24263064
27717299,PubMed,"Mirza et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/27717299
33480963,PubMed,"Rugo et al., 2021",,2021,https://pubmed.ncbi.nlm.nih.gov/33480963
10895816,PubMed,"Bourgeois et al., 2000",,2000,https://pubmed.ncbi.nlm.nih.gov/10895816
11242790,PubMed,"Sheng et al., 2001",,2001,https://pubmed.ncbi.nlm.nih.gov/11242790
27020209,PubMed,"El Demellawy et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/27020209
32590884,PubMed,"Zhao et al., 2020",,2020,https://pubmed.ncbi.nlm.nih.gov/32590884
15101049,PubMed,"Makretsov et al., 2004",,2004,https://pubmed.ncbi.nlm.nih.gov/15101049
28548128,PubMed,"Krings et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/28548128
9738572,PubMed,"Gerald et al., 1998",,1998,https://pubmed.ncbi.nlm.nih.gov/9738572
7862627,PubMed,"Gerald et al., 1995",,1995,https://pubmed.ncbi.nlm.nih.gov/7862627
8187063,PubMed,"Ladanyi et al., 1994",,1994,https://pubmed.ncbi.nlm.nih.gov/8187063
26098867,PubMed,"Ueno-Yokohata et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/26098867
26516930,PubMed,"Astolfi et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/26516930
34389065,PubMed,"Tauziède-Espariat et al., 2021",,2021,https://pubmed.ncbi.nlm.nih.gov/34389065
24553141,PubMed,"Parker et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/24553141
34363682,PubMed,"Ida et al., 2021",,2021,https://pubmed.ncbi.nlm.nih.gov/34363682
29949764,PubMed,"Ozawa et al., 2018",,2018,https://pubmed.ncbi.nlm.nih.gov/29949764
35584336,PubMed,"Bidard et al., 2022",,2022,https://pubmed.ncbi.nlm.nih.gov/35584336
37287693,PubMed,"Ng et al., 2023",,2023,https://pubmed.ncbi.nlm.nih.gov/37287693
30976811,PubMed,"Upadhyaya et al., 2019",,2019,https://pubmed.ncbi.nlm.nih.gov/30976811
24562983,PubMed,"Pietsch et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/24562983
27402815,PubMed,"Ni et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/27402815
37272516,PubMed,"Mellinghoff et al., 2023",,2023,https://pubmed.ncbi.nlm.nih.gov/37272516
30510083,PubMed,"Passet et al., 2019",,2019,https://pubmed.ncbi.nlm.nih.gov/30510083
31437301,PubMed,"Friedman et al., 2020",,2020,https://pubmed.ncbi.nlm.nih.gov/31437301
33536079,PubMed,"Korshunov et al., 2021",,2021,https://pubmed.ncbi.nlm.nih.gov/33536079
21835426,PubMed,"Tsuji et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/21835426
28766250,PubMed,"Ju et al., 2018",,2018,https://pubmed.ncbi.nlm.nih.gov/28766250
11438465,PubMed,"Argani et al., 2001",,2001,https://pubmed.ncbi.nlm.nih.gov/11438465
26975036,PubMed,"Argani et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26975036
34986355,PubMed,"Bakouny et al., 2022",,2022,https://pubmed.ncbi.nlm.nih.gov/34986355
22895266,PubMed,"Rao et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/22895266
23737213,PubMed,"Antonescu et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/23737213
37810439,PubMed,"Lahori et al., 2023",,2023,https://pubmed.ncbi.nlm.nih.gov/37810439
34381186,PubMed,"Dermawan et al., 2021",,2021,https://pubmed.ncbi.nlm.nih.gov/34381186
15644781,PubMed,"Argani et al., 2005",,2005,https://pubmed.ncbi.nlm.nih.gov/15644781
26501226,PubMed,"Alaggio et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26501226
35085007,PubMed,"Drilon et al., 2022",,2022,https://pubmed.ncbi.nlm.nih.gov/35085007
35118995,PubMed,"Bargas et al., 2022",,2022,https://pubmed.ncbi.nlm.nih.gov/35118995
32519338,PubMed,"Panse et al., 2021",,2021,https://pubmed.ncbi.nlm.nih.gov/32519338
32782782,PubMed,"Dupuis et al., 2020",,2020,https://pubmed.ncbi.nlm.nih.gov/32782782
29226988,PubMed,"Yoshida et al., 2018",,2018,https://pubmed.ncbi.nlm.nih.gov/29226988
24824843,PubMed,"Agaram et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/24824843
31949721,PubMed,"Wang et al., 2018",,2018,https://pubmed.ncbi.nlm.nih.gov/31949721
27428733,PubMed,"Kao et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/27428733
20588178,PubMed,"Seethala et al., 2010",,2010,https://pubmed.ncbi.nlm.nih.gov/20588178
23035786,PubMed,"Noda et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/23035786
19749740,PubMed,"Nakayama et al., 2009",,2009,https://pubmed.ncbi.nlm.nih.gov/19749740
35151033,PubMed,"Song et al., 2022",,2022,https://pubmed.ncbi.nlm.nih.gov/35151033
22072439,PubMed,"Italiano et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/22072439
26690869,PubMed,"Chen et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26690869
31078563,PubMed,"Diaz-Perez et al., 2019",,2019,https://pubmed.ncbi.nlm.nih.gov/31078563
32299759,PubMed,"Malik et al., 2020",,2020,https://pubmed.ncbi.nlm.nih.gov/32299759
37611121,PubMed,"Sacher et al., 2023",,2023,https://pubmed.ncbi.nlm.nih.gov/37611121
35100714,PubMed,"Al Baghdadi et al., 2019",,2019,https://pubmed.ncbi.nlm.nih.gov/35100714
35050752,PubMed,"Ahn et al., 2020",,2020,https://pubmed.ncbi.nlm.nih.gov/35050752
36753688,PubMed,"Yang et al., 2023",,2023,https://pubmed.ncbi.nlm.nih.gov/36753688
33068284,PubMed,"Al Baghdadi et al., 2020",,2020,https://pubmed.ncbi.nlm.nih.gov/33068284
36315917,PubMed,"Gupta et al., 2022",,2022,https://pubmed.ncbi.nlm.nih.gov/36315917
36409971,PubMed,"Klute et al., 2022",,2022,https://pubmed.ncbi.nlm.nih.gov/36409971
35233056,PubMed,"Mansfield et al., 2022",,2022,https://pubmed.ncbi.nlm.nih.gov/35233056
32758030,PubMed,"Salama et al., 2020",,2020,https://pubmed.ncbi.nlm.nih.gov/32758030
36853016,PubMed,"Clark et al., 2023",,2023,https://pubmed.ncbi.nlm.nih.gov/36853016
33637626,PubMed,"Cleary et al., 2021",,2021,https://pubmed.ncbi.nlm.nih.gov/33637626
35939768,PubMed,"Bedard et al., 2022",,2022,https://pubmed.ncbi.nlm.nih.gov/35939768
31765263,PubMed,"Azad et al., 2020",,2020,https://pubmed.ncbi.nlm.nih.gov/31765263
35133871,PubMed,"Damodaran et al., 2022",,2022,https://pubmed.ncbi.nlm.nih.gov/35133871
35138919,PubMed,"Krop et al., 2022",,2022,https://pubmed.ncbi.nlm.nih.gov/35138919
35363510,PubMed,"Eckstein et al., 2022",,2022,https://pubmed.ncbi.nlm.nih.gov/35363510
19228722,PubMed,"Komai et al., 2009",,2009,https://pubmed.ncbi.nlm.nih.gov/19228722
24436047,PubMed,"Shern et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/24436047
34958505,PubMed,"Agaram, 2022",,2022,https://pubmed.ncbi.nlm.nih.gov/34958505
32022484,PubMed,"Ameline et al., 2020",,2020,https://pubmed.ncbi.nlm.nih.gov/32022484
32489127,PubMed,"Rekhi et al., 2021",,2021,https://pubmed.ncbi.nlm.nih.gov/32489127
35815302,PubMed,"Kasi et al., 2022",,2022,https://pubmed.ncbi.nlm.nih.gov/35815302
27466356,PubMed,"Wheler et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/27466356
1671560,PubMed,"Hunger et al., 1991",,1991,https://pubmed.ncbi.nlm.nih.gov/1671560
31434706,PubMed,"Hein et al., 2019",,2019,https://pubmed.ncbi.nlm.nih.gov/31434706
32284345,PubMed,"Zhao et al., 2020",,2020,https://pubmed.ncbi.nlm.nih.gov/32284345
35441365,PubMed,"Peng et al., 2022",,2022,https://pubmed.ncbi.nlm.nih.gov/35441365
37694347,PubMed,"Goto et al., 2023",,2023,https://pubmed.ncbi.nlm.nih.gov/37694347
33515503,PubMed,"Fennell et al., 2021",,2021,https://pubmed.ncbi.nlm.nih.gov/33515503
33004339,PubMed,"Cocco et al., 2021",,2021,https://pubmed.ncbi.nlm.nih.gov/33004339
35034013,PubMed,"Mançano et al., 2022",,2022,https://pubmed.ncbi.nlm.nih.gov/35034013
34237031,PubMed,"Lee et al., 2021",,2021,https://pubmed.ncbi.nlm.nih.gov/34237031
26810070,PubMed,"Qaddoumi et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26810070
32523649,PubMed,"Nicolaides et al., 2020",,2020,https://pubmed.ncbi.nlm.nih.gov/32523649
35732829,PubMed,"Alaggio et al., 2022",,2022,https://pubmed.ncbi.nlm.nih.gov/35732829
7989935,PubMed,"Pui et al., 1994",,1994,https://pubmed.ncbi.nlm.nih.gov/7989935
31595312,PubMed,"Chiang et al., 2019",,2019,https://pubmed.ncbi.nlm.nih.gov/31595312
23633565,PubMed,"Ramkissoon et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/23633565
21046410,PubMed,"Tatevossian et al., 2010",,2010,https://pubmed.ncbi.nlm.nih.gov/21046410
31563982,PubMed,"Wefers et al., 2020",,2020,https://pubmed.ncbi.nlm.nih.gov/31563982
22294382,PubMed,"O'Meara et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/22294382
